transcript_id	gene_id	gene_name
gnl|WGS:JAKSZP|L0F63_000789-T1_mrna	L0F63_000789	L0F63_000789
unassigned_transcript_19	L0F63_000790	L0F63_000790
unassigned_transcript_20	L0F63_000791	L0F63_000791
gnl|WGS:JAKSZP|L0F63_000792-T1_mrna	L0F63_000792	L0F63_000792
gnl|WGS:JAKSZP|L0F63_000809-T1_mrna	L0F63_000809	L0F63_000809
gnl|WGS:JAKSZP|L0F63_000810-T1_mrna	L0F63_000810	L0F63_000810
gnl|WGS:JAKSZP|L0F63_000811-T1_mrna	L0F63_000811	L0F63_000811
gnl|WGS:JAKSZP|L0F63_000832-T1_mrna	L0F63_000832	L0F63_000832
gnl|WGS:JAKSZP|L0F63_000852-T1_mrna	L0F63_000852	L0F63_000852
gnl|WGS:JAKSZP|L0F63_000853-T1_mrna	L0F63_000853	L0F63_000853
gnl|WGS:JAKSZP|L0F63_000874-T1_mrna	L0F63_000874	L0F63_000874
unassigned_transcript_21	L0F63_000911	L0F63_000911
unassigned_transcript_22	L0F63_000932	L0F63_000932
gnl|WGS:JAKSZP|L0F63_000933-T1_mrna	L0F63_000933	L0F63_000933
unassigned_transcript_23	L0F63_000982	L0F63_000982
unassigned_transcript_24	L0F63_000983	L0F63_000983
unassigned_transcript_25	L0F63_000995	L0F63_000995
gnl|WGS:JAKSZP|L0F63_001014-T1_mrna	L0F63_001014	L0F63_001014
gnl|WGS:JAKSZP|L0F63_001015-T1_mrna	L0F63_001015	L0F63_001015
gnl|WGS:JAKSZP|L0F63_001056-T1_mrna	L0F63_001056	L0F63_001056
gnl|WGS:JAKSZP|L0F63_001057-T1_mrna	L0F63_001057	L0F63_001057
gnl|WGS:JAKSZP|L0F63_001058-T1_mrna	L0F63_001058	L0F63_001058
gnl|WGS:JAKSZP|L0F63_001070-T1_mrna	L0F63_001070	L0F63_001070
gnl|WGS:JAKSZP|L0F63_001071-T1_mrna	L0F63_001071	L0F63_001071
gnl|WGS:JAKSZP|L0F63_001158-T1_mrna	L0F63_001158	L0F63_001158
gnl|WGS:JAKSZP|L0F63_001159-T1_mrna	L0F63_001159	L0F63_001159
gnl|WGS:JAKSZP|L0F63_001176-T1_mrna	L0F63_001176	L0F63_001176
gnl|WGS:JAKSZP|L0F63_001177-T1_mrna	L0F63_001177	L0F63_001177
gnl|WGS:JAKSZP|L0F63_001178-T1_mrna	L0F63_001178	L0F63_001178
unassigned_transcript_26	L0F63_001179	L0F63_001179
gnl|WGS:JAKSZP|L0F63_001190-T1_mrna	L0F63_001190	L0F63_001190
gnl|WGS:JAKSZP|L0F63_001205-T1_mrna	L0F63_001205	L0F63_001205
gnl|WGS:JAKSZP|L0F63_001227-T1_mrna	L0F63_001227	L0F63_001227
unassigned_transcript_27	L0F63_001228	L0F63_001228
gnl|WGS:JAKSZP|L0F63_001258-T1_mrna	L0F63_001258	L0F63_001258
gnl|WGS:JAKSZP|L0F63_001259-T1_mrna	L0F63_001259	L0F63_001259
unassigned_transcript_28	L0F63_001279	L0F63_001279
gnl|WGS:JAKSZP|L0F63_001303-T1_mrna	L0F63_001303	L0F63_001303
gnl|WGS:JAKSZP|L0F63_001325-T1_mrna	L0F63_001325	L0F63_001325
unassigned_transcript_29	L0F63_001354	L0F63_001354
unassigned_transcript_30	L0F63_001355	L0F63_001355
gnl|WGS:JAKSZP|L0F63_001370-T1_mrna	L0F63_001370	L0F63_001370
unassigned_transcript_31	L0F63_001415	L0F63_001415
gnl|WGS:JAKSZP|L0F63_001445-T1_mrna	L0F63_001445	L0F63_001445
gnl|WGS:JAKSZP|L0F63_001457-T1_mrna	L0F63_001457	L0F63_001457
unassigned_transcript_32	L0F63_001458	L0F63_001458
gnl|WGS:JAKSZP|L0F63_001474-T1_mrna	L0F63_001474	L0F63_001474
gnl|WGS:JAKSZP|L0F63_001492-T1_mrna	L0F63_001492	L0F63_001492
gnl|WGS:JAKSZP|L0F63_001493-T1_mrna	L0F63_001493	L0F63_001493
gnl|WGS:JAKSZP|L0F63_001494-T1_mrna	L0F63_001494	L0F63_001494
gnl|WGS:JAKSZP|L0F63_001518-T1_mrna	L0F63_001518	L0F63_001518
gnl|WGS:JAKSZP|L0F63_001519-T1_mrna	L0F63_001519	L0F63_001519
gnl|WGS:JAKSZP|L0F63_001611-T1_mrna	L0F63_001611	L0F63_001611
gnl|WGS:JAKSZP|L0F63_001612-T1_mrna	L0F63_001612	L0F63_001612
gnl|WGS:JAKSZP|L0F63_001631-T1_mrna	L0F63_001631	L0F63_001631
gnl|WGS:JAKSZP|L0F63_001632-T1_mrna	L0F63_001632	L0F63_001632
gnl|WGS:JAKSZP|L0F63_001672-T1_mrna	L0F63_001672	L0F63_001672
gnl|WGS:JAKSZP|L0F63_001673-T1_mrna	L0F63_001673	L0F63_001673
gnl|WGS:JAKSZP|L0F63_001743-T1_mrna	L0F63_001743	L0F63_001743
gnl|WGS:JAKSZP|L0F63_001744-T1_mrna	L0F63_001744	L0F63_001744
unassigned_transcript_33	L0F63_001777	L0F63_001777
gnl|WGS:JAKSZP|L0F63_001793-T1_mrna	L0F63_001793	L0F63_001793
gnl|WGS:JAKSZP|L0F63_001806-T1_mrna	L0F63_001806	L0F63_001806
unassigned_transcript_34	L0F63_001807	L0F63_001807
unassigned_transcript_35	L0F63_001808	L0F63_001808
unassigned_transcript_36	L0F63_001827	L0F63_001827
gnl|WGS:JAKSZP|L0F63_001869-T1_mrna	L0F63_001869	L0F63_001869
gnl|WGS:JAKSZP|L0F63_001896-T1_mrna	L0F63_001896	L0F63_001896
unassigned_transcript_37	L0F63_001910	L0F63_001910
unassigned_transcript_38	L0F63_001924	L0F63_001924
unassigned_transcript_39	L0F63_001925	L0F63_001925
gnl|WGS:JAKSZP|L0F63_001926-T1_mrna	L0F63_001926	L0F63_001926
unassigned_transcript_40	L0F63_001950	L0F63_001950
gnl|WGS:JAKSZP|L0F63_001966-T1_mrna	L0F63_001966	L0F63_001966
gnl|WGS:JAKSZP|L0F63_001995-T1_mrna	L0F63_001995	L0F63_001995
gnl|WGS:JAKSZP|L0F63_002011-T1_mrna	L0F63_002011	L0F63_002011
gnl|WGS:JAKSZP|L0F63_002024-T1_mrna	L0F63_002024	L0F63_002024
unassigned_transcript_41	L0F63_002037	L0F63_002037
unassigned_transcript_42	L0F63_002038	L0F63_002038
gnl|WGS:JAKSZP|L0F63_002077-T1_mrna	L0F63_002077	L0F63_002077
gnl|WGS:JAKSZP|L0F63_002078-T1_mrna	L0F63_002078	L0F63_002078
unassigned_transcript_43	L0F63_002103	L0F63_002103
unassigned_transcript_44	L0F63_002119	L0F63_002119
gnl|WGS:JAKSZP|L0F63_002141-T1_mrna	L0F63_002141	L0F63_002141
gnl|WGS:JAKSZP|L0F63_002156-T1_mrna	L0F63_002156	L0F63_002156
unassigned_transcript_45	L0F63_002189	L0F63_002189
gnl|WGS:JAKSZP|L0F63_002202-T1_mrna	L0F63_002202	L0F63_002202
unassigned_transcript_46	L0F63_002219	L0F63_002219
gnl|WGS:JAKSZP|L0F63_002220-T1_mrna	L0F63_002220	L0F63_002220
gnl|WGS:JAKSZP|L0F63_002250-T1_mrna	L0F63_002250	L0F63_002250
gnl|WGS:JAKSZP|L0F63_002251-T1_mrna	L0F63_002251	L0F63_002251
unassigned_transcript_47	L0F63_002294	L0F63_002294
gnl|WGS:JAKSZP|L0F63_002332-T1_mrna	L0F63_002332	L0F63_002332
gnl|WGS:JAKSZP|L0F63_002372-T1_mrna	L0F63_002372	L0F63_002372
unassigned_transcript_48	L0F63_002399	L0F63_002399
gnl|WGS:JAKSZP|L0F63_002406-T1_mrna	L0F63_002406	L0F63_002406
unassigned_transcript_49	L0F63_002417	L0F63_002417
gnl|WGS:JAKSZP|L0F63_002441-T1_mrna	L0F63_002441	L0F63_002441
unassigned_transcript_50	L0F63_002442	L0F63_002442
gnl|WGS:JAKSZP|L0F63_002453-T1_mrna	L0F63_002453	L0F63_002453
gnl|WGS:JAKSZP|L0F63_002454-T1_mrna	L0F63_002454	L0F63_002454
gnl|WGS:JAKSZP|L0F63_002467-T1_mrna	L0F63_002467	L0F63_002467
gnl|WGS:JAKSZP|L0F63_002468-T1_mrna	L0F63_002468	L0F63_002468
unassigned_transcript_51	L0F63_002480	L0F63_002480
unassigned_transcript_52	L0F63_002500	L0F63_002500
unassigned_transcript_53	L0F63_002514	L0F63_002514
unassigned_transcript_54	L0F63_002560	L0F63_002560
unassigned_transcript_55	L0F63_002572	L0F63_002572
gnl|WGS:JAKSZP|L0F63_002573-T1_mrna	L0F63_002573	L0F63_002573
gnl|WGS:JAKSZP|L0F63_002594-T1_mrna	L0F63_002594	L0F63_002594
gnl|WGS:JAKSZP|L0F63_002616-T1_mrna	L0F63_002616	L0F63_002616
gnl|WGS:JAKSZP|L0F63_002668-T1_mrna	L0F63_002668	L0F63_002668
gnl|WGS:JAKSZP|L0F63_002669-T1_mrna	L0F63_002669	L0F63_002669
unassigned_transcript_56	L0F63_002681	L0F63_002681
gnl|WGS:JAKSZP|L0F63_002693-T1_mrna	L0F63_002693	L0F63_002693
gnl|WGS:JAKSZP|L0F63_002704-T1_mrna	L0F63_002704	L0F63_002704
gnl|WGS:JAKSZP|L0F63_002705-T1_mrna	L0F63_002705	L0F63_002705
gnl|WGS:JAKSZP|L0F63_002755-T1_mrna	L0F63_002755	L0F63_002755
unassigned_transcript_57	L0F63_002802	L0F63_002802
gnl|WGS:JAKSZP|L0F63_002803-T1_mrna	L0F63_002803	L0F63_002803
gnl|WGS:JAKSZP|L0F63_002823-T1_mrna	L0F63_002823	L0F63_002823
gnl|WGS:JAKSZP|L0F63_002835-T1_mrna	L0F63_002835	L0F63_002835
gnl|WGS:JAKSZP|L0F63_002850-T1_mrna	L0F63_002850	L0F63_002850
unassigned_transcript_58	L0F63_002865	L0F63_002865
unassigned_transcript_59	L0F63_002876	L0F63_002876
gnl|WGS:JAKSZP|L0F63_002877-T1_mrna	L0F63_002877	L0F63_002877
gnl|WGS:JAKSZP|L0F63_002902-T1_mrna	L0F63_002902	L0F63_002902
unassigned_transcript_60	L0F63_002923	L0F63_002923
unassigned_transcript_61	L0F63_002924	L0F63_002924
gnl|WGS:JAKSZP|L0F63_002932-T1_mrna	L0F63_002932	L0F63_002932
gnl|WGS:JAKSZP|L0F63_002942-T1_mrna	L0F63_002942	L0F63_002942
unassigned_transcript_62	L0F63_002948	L0F63_002948
gnl|WGS:JAKSZP|L0F63_002949-T1_mrna	L0F63_002949	L0F63_002949
gnl|WGS:JAKSZP|L0F63_002950-T1_mrna	L0F63_002950	L0F63_002950
gnl|WGS:JAKSZP|L0F63_002951-T1_mrna	L0F63_002951	L0F63_002951
gnl|WGS:JAKSZP|L0F63_002952-T1_mrna	L0F63_002952	L0F63_002952
gnl|WGS:JAKSZP|L0F63_002953-T1_mrna	L0F63_002953	L0F63_002953
gnl|WGS:JAKSZP|L0F63_002954-T1_mrna	L0F63_002954	L0F63_002954
unassigned_transcript_63	L0F63_002975	L0F63_002975
gnl|WGS:JAKSZP|L0F63_002976-T1_mrna	L0F63_002976	L0F63_002976
gnl|WGS:JAKSZP|L0F63_002998-T1_mrna	L0F63_002998	L0F63_002998
gnl|WGS:JAKSZP|L0F63_003031-T1_mrna	L0F63_003031	L0F63_003031
gnl|WGS:JAKSZP|L0F63_003032-T1_mrna	L0F63_003032	L0F63_003032
gnl|WGS:JAKSZP|L0F63_003048-T1_mrna	L0F63_003048	L0F63_003048
gnl|WGS:JAKSZP|L0F63_003076-T1_mrna	L0F63_003076	L0F63_003076
unassigned_transcript_64	L0F63_003115	L0F63_003115
gnl|WGS:JAKSZP|L0F63_003116-T1_mrna	L0F63_003116	L0F63_003116
gnl|WGS:JAKSZP|L0F63_003143-T1_mrna	L0F63_003143	L0F63_003143
unassigned_transcript_65	L0F63_003158	L0F63_003158
gnl|WGS:JAKSZP|L0F63_003159-T1_mrna	L0F63_003159	L0F63_003159
gnl|WGS:JAKSZP|L0F63_003183-T1_mrna	L0F63_003183	L0F63_003183
unassigned_transcript_66	L0F63_003184	L0F63_003184
unassigned_transcript_67	L0F63_003211	L0F63_003211
unassigned_transcript_68	L0F63_003219	L0F63_003219
gnl|WGS:JAKSZP|L0F63_003220-T1_mrna	L0F63_003220	L0F63_003220
gnl|WGS:JAKSZP|L0F63_003225-T1_mrna	L0F63_003225	L0F63_003225
unassigned_transcript_69	L0F63_003240	L0F63_003240
gnl|WGS:JAKSZP|L0F63_003254-T1_mrna	L0F63_003254	L0F63_003254
gnl|WGS:JAKSZP|L0F63_003255-T1_mrna	L0F63_003255	L0F63_003255
gnl|WGS:JAKSZP|L0F63_003265-T1_mrna	L0F63_003265	L0F63_003265
unassigned_transcript_70	L0F63_003277	L0F63_003277
gnl|WGS:JAKSZP|L0F63_003316-T1_mrna	L0F63_003316	L0F63_003316
unassigned_transcript_71	L0F63_003317	L0F63_003317
gnl|WGS:JAKSZP|L0F63_003324-T1_mrna	L0F63_003324	L0F63_003324
unassigned_transcript_72	L0F63_003335	L0F63_003335
gnl|WGS:JAKSZP|L0F63_003346-T1_mrna	L0F63_003346	L0F63_003346
unassigned_transcript_73	L0F63_003357	L0F63_003357
gnl|WGS:JAKSZP|L0F63_003410-T1_mrna	L0F63_003410	L0F63_003410
gnl|WGS:JAKSZP|L0F63_003436-T1_mrna	L0F63_003436	L0F63_003436
gnl|WGS:JAKSZP|L0F63_003456-T1_mrna	L0F63_003456	L0F63_003456
gnl|WGS:JAKSZP|L0F63_003473-T1_mrna	L0F63_003473	L0F63_003473
gnl|WGS:JAKSZP|L0F63_003502-T1_mrna	L0F63_003502	L0F63_003502
unassigned_transcript_74	L0F63_003515	L0F63_003515
gnl|WGS:JAKSZP|L0F63_003534-T1_mrna	L0F63_003534	L0F63_003534
gnl|WGS:JAKSZP|L0F63_003535-T1_mrna	L0F63_003535	L0F63_003535
unassigned_transcript_75	L0F63_003543	L0F63_003543
gnl|WGS:JAKSZP|L0F63_003567-T1_mrna	L0F63_003567	L0F63_003567
unassigned_transcript_76	L0F63_003579	L0F63_003579
unassigned_transcript_77	L0F63_003623	L0F63_003623
unassigned_transcript_78	L0F63_003678	L0F63_003678
gnl|WGS:JAKSZP|L0F63_003712-T1_mrna	L0F63_003712	L0F63_003712
gnl|WGS:JAKSZP|L0F63_003713-T1_mrna	L0F63_003713	L0F63_003713
gnl|WGS:JAKSZP|L0F63_003714-T1_mrna	L0F63_003714	L0F63_003714
unassigned_transcript_79	L0F63_003722	L0F63_003722
gnl|WGS:JAKSZP|L0F63_003723-T1_mrna	L0F63_003723	L0F63_003723
gnl|WGS:JAKSZP|L0F63_003731-T1_mrna	L0F63_003731	L0F63_003731
gnl|WGS:JAKSZP|L0F63_003738-T1_mrna	L0F63_003738	L0F63_003738
gnl|WGS:JAKSZP|L0F63_003754-T1_mrna	L0F63_003754	L0F63_003754
gnl|WGS:JAKSZP|L0F63_003755-T1_mrna	L0F63_003755	L0F63_003755
unassigned_transcript_80	L0F63_003770	L0F63_003770
unassigned_transcript_81	L0F63_003771	L0F63_003771
gnl|WGS:JAKSZP|L0F63_003780-T1_mrna	L0F63_003780	L0F63_003780
gnl|WGS:JAKSZP|L0F63_003797-T1_mrna	L0F63_003797	L0F63_003797
unassigned_transcript_82	L0F63_003798	L0F63_003798
gnl|WGS:JAKSZP|L0F63_003825-T1_mrna	L0F63_003825	L0F63_003825
unassigned_transcript_83	L0F63_003826	L0F63_003826
unassigned_transcript_84	L0F63_003854	L0F63_003854
gnl|WGS:JAKSZP|L0F63_003876-T1_mrna	L0F63_003876	L0F63_003876
gnl|WGS:JAKSZP|L0F63_003877-T1_mrna	L0F63_003877	L0F63_003877
gnl|WGS:JAKSZP|L0F63_003889-T1_mrna	L0F63_003889	L0F63_003889
unassigned_transcript_85	L0F63_003890	L0F63_003890
gnl|WGS:JAKSZP|L0F63_003896-T1_mrna	L0F63_003896	L0F63_003896
gnl|WGS:JAKSZP|L0F63_003926-T1_mrna	L0F63_003926	L0F63_003926
unassigned_transcript_86	L0F63_003932	L0F63_003932
gnl|WGS:JAKSZP|L0F63_003933-T1_mrna	L0F63_003933	L0F63_003933
gnl|WGS:JAKSZP|L0F63_003938-T1_mrna	L0F63_003938	L0F63_003938
gnl|WGS:JAKSZP|L0F63_003947-T1_mrna	L0F63_003947	L0F63_003947
gnl|WGS:JAKSZP|L0F63_003948-T1_mrna	L0F63_003948	L0F63_003948
gnl|WGS:JAKSZP|L0F63_003949-T1_mrna	L0F63_003949	L0F63_003949
unassigned_transcript_87	L0F63_003963	L0F63_003963
gnl|WGS:JAKSZP|L0F63_003991-T1_mrna	L0F63_003991	L0F63_003991
gnl|WGS:JAKSZP|L0F63_004002-T1_mrna	L0F63_004002	L0F63_004002
gnl|WGS:JAKSZP|L0F63_004023-T1_mrna	L0F63_004023	L0F63_004023
unassigned_transcript_88	L0F63_004047	L0F63_004047
gnl|WGS:JAKSZP|L0F63_004048-T1_mrna	L0F63_004048	L0F63_004048
gnl|WGS:JAKSZP|L0F63_004055-T1_mrna	L0F63_004055	L0F63_004055
gnl|WGS:JAKSZP|L0F63_004061-T1_mrna	L0F63_004061	L0F63_004061
unassigned_transcript_89	L0F63_004071	L0F63_004071
gnl|WGS:JAKSZP|L0F63_004087-T1_mrna	L0F63_004087	L0F63_004087
gnl|WGS:JAKSZP|L0F63_004092-T1_mrna	L0F63_004092	L0F63_004092
gnl|WGS:JAKSZP|L0F63_004098-T1_mrna	L0F63_004098	L0F63_004098
unassigned_transcript_90	L0F63_004108	L0F63_004108
unassigned_transcript_91	L0F63_004123	L0F63_004123
gnl|WGS:JAKSZP|L0F63_004134-T1_mrna	L0F63_004134	L0F63_004134
gnl|WGS:JAKSZP|L0F63_004143-T1_mrna	L0F63_004143	L0F63_004143
unassigned_transcript_92	L0F63_004144	L0F63_004144
unassigned_transcript_93	L0F63_004175	L0F63_004175
gnl|WGS:JAKSZP|L0F63_004176-T1_mrna	L0F63_004176	L0F63_004176
gnl|WGS:JAKSZP|L0F63_004186-T1_mrna	L0F63_004186	L0F63_004186
gnl|WGS:JAKSZP|L0F63_004187-T1_mrna	L0F63_004187	L0F63_004187
gnl|WGS:JAKSZP|L0F63_004188-T1_mrna	L0F63_004188	L0F63_004188
unassigned_transcript_94	L0F63_004234	L0F63_004234
gnl|WGS:JAKSZP|L0F63_004252-T1_mrna	L0F63_004252	L0F63_004252
unassigned_transcript_95	L0F63_004257	L0F63_004257
gnl|WGS:JAKSZP|L0F63_004258-T1_mrna	L0F63_004258	L0F63_004258
gnl|WGS:JAKSZP|L0F63_004298-T1_mrna	L0F63_004298	L0F63_004298
gnl|WGS:JAKSZP|L0F63_004299-T1_mrna	L0F63_004299	L0F63_004299
unassigned_transcript_96	L0F63_004318	L0F63_004318
gnl|WGS:JAKSZP|L0F63_004355-T1_mrna	L0F63_004355	L0F63_004355
unassigned_transcript_97	L0F63_004370	L0F63_004370
gnl|WGS:JAKSZP|L0F63_004371-T1_mrna	L0F63_004371	L0F63_004371
unassigned_transcript_98	L0F63_004394	L0F63_004394
gnl|WGS:JAKSZP|L0F63_004395-T1_mrna	L0F63_004395	L0F63_004395
gnl|WGS:JAKSZP|L0F63_004396-T1_mrna	L0F63_004396	L0F63_004396
gnl|WGS:JAKSZP|L0F63_004410-T1_mrna	L0F63_004410	L0F63_004410
unassigned_transcript_99	L0F63_004422	L0F63_004422
gnl|WGS:JAKSZP|L0F63_004429-T1_mrna	L0F63_004429	L0F63_004429
gnl|WGS:JAKSZP|L0F63_004452-T1_mrna	L0F63_004452	L0F63_004452
gnl|WGS:JAKSZP|L0F63_004453-T1_mrna	L0F63_004453	L0F63_004453
gnl|WGS:JAKSZP|L0F63_004460-T1_mrna	L0F63_004460	L0F63_004460
gnl|WGS:JAKSZP|L0F63_004482-T1_mrna	L0F63_004482	L0F63_004482
unassigned_transcript_100	L0F63_004514	L0F63_004514
unassigned_transcript_101	L0F63_004515	L0F63_004515
gnl|WGS:JAKSZP|L0F63_004527-T1_mrna	L0F63_004527	L0F63_004527
gnl|WGS:JAKSZP|L0F63_004528-T1_mrna	L0F63_004528	L0F63_004528
unassigned_transcript_102	L0F63_004539	L0F63_004539
gnl|WGS:JAKSZP|L0F63_004561-T1_mrna	L0F63_004561	L0F63_004561
unassigned_transcript_103	L0F63_004568	L0F63_004568
gnl|WGS:JAKSZP|L0F63_004585-T1_mrna	L0F63_004585	L0F63_004585
gnl|WGS:JAKSZP|L0F63_004597-T1_mrna	L0F63_004597	L0F63_004597
unassigned_transcript_104	L0F63_004612	L0F63_004612
gnl|WGS:JAKSZP|L0F63_004613-T1_mrna	L0F63_004613	L0F63_004613
gnl|WGS:JAKSZP|L0F63_004619-T1_mrna	L0F63_004619	L0F63_004619
unassigned_transcript_105	L0F63_004646	L0F63_004646
gnl|WGS:JAKSZP|L0F63_004657-T1_mrna	L0F63_004657	L0F63_004657
unassigned_transcript_106	L0F63_004672	L0F63_004672
unassigned_transcript_107	L0F63_004702	L0F63_004702
gnl|WGS:JAKSZP|L0F63_004715-T1_mrna	L0F63_004715	L0F63_004715
gnl|WGS:JAKSZP|L0F63_004740-T1_mrna	L0F63_004740	L0F63_004740
gnl|WGS:JAKSZP|L0F63_004752-T1_mrna	L0F63_004752	L0F63_004752
gnl|WGS:JAKSZP|L0F63_004753-T1_mrna	L0F63_004753	L0F63_004753
gnl|WGS:JAKSZP|L0F63_004759-T1_mrna	L0F63_004759	L0F63_004759
gnl|WGS:JAKSZP|L0F63_004772-T1_mrna	L0F63_004772	L0F63_004772
gnl|WGS:JAKSZP|L0F63_004781-T1_mrna	L0F63_004781	L0F63_004781
gnl|WGS:JAKSZP|L0F63_004806-T1_mrna	L0F63_004806	L0F63_004806
gnl|WGS:JAKSZP|L0F63_004807-T1_mrna	L0F63_004807	L0F63_004807
gnl|WGS:JAKSZP|L0F63_004838-T1_mrna	L0F63_004838	L0F63_004838
gnl|WGS:JAKSZP|L0F63_004839-T1_mrna	L0F63_004839	L0F63_004839
unassigned_transcript_108	L0F63_004923	L0F63_004923
unassigned_transcript_109	L0F63_004931	L0F63_004931
gnl|WGS:JAKSZP|L0F63_004943-T1_mrna	L0F63_004943	L0F63_004943
gnl|WGS:JAKSZP|L0F63_004949-T1_mrna	L0F63_004949	L0F63_004949
gnl|WGS:JAKSZP|L0F63_004950-T1_mrna	L0F63_004950	L0F63_004950
gnl|WGS:JAKSZP|L0F63_004951-T1_mrna	L0F63_004951	L0F63_004951
gnl|WGS:JAKSZP|L0F63_004952-T1_mrna	L0F63_004952	L0F63_004952
gnl|WGS:JAKSZP|L0F63_004953-T1_mrna	L0F63_004953	L0F63_004953
gnl|WGS:JAKSZP|L0F63_004954-T1_mrna	L0F63_004954	L0F63_004954
gnl|WGS:JAKSZP|L0F63_004955-T1_mrna	L0F63_004955	L0F63_004955
unassigned_transcript_110	L0F63_004962	L0F63_004962
gnl|WGS:JAKSZP|L0F63_004963-T1_mrna	L0F63_004963	L0F63_004963
unassigned_transcript_111	L0F63_004977	L0F63_004977
gnl|WGS:JAKSZP|L0F63_004978-T1_mrna	L0F63_004978	L0F63_004978
unassigned_transcript_112	L0F63_004985	L0F63_004985
gnl|WGS:JAKSZP|L0F63_005001-T1_mrna	L0F63_005001	L0F63_005001
gnl|WGS:JAKSZP|L0F63_005006-T1_mrna	L0F63_005006	L0F63_005006
gnl|WGS:JAKSZP|L0F63_005039-T1_mrna	L0F63_005039	L0F63_005039
unassigned_transcript_113	L0F63_005047	L0F63_005047
gnl|WGS:JAKSZP|L0F63_005048-T1_mrna	L0F63_005048	L0F63_005048
unassigned_transcript_114	L0F63_005079	L0F63_005079
gnl|WGS:JAKSZP|L0F63_005080-T1_mrna	L0F63_005080	L0F63_005080
gnl|WGS:JAKSZP|L0F63_005096-T1_mrna	L0F63_005096	L0F63_005096
