transcript_id	gene_id	gene_name
gnl|WGS:JAKSZP|L0F63_005609-T1_mrna	L0F63_005609	L0F63_005609
gnl|WGS:JAKSZP|L0F63_005616-T1_mrna	L0F63_005616	L0F63_005616
gnl|WGS:JAKSZP|L0F63_005625-T1_mrna	L0F63_005625	L0F63_005625
unassigned_transcript_416	L0F63_005658	L0F63_005658
gnl|WGS:JAKSZP|L0F63_005694-T1_mrna	L0F63_005694	L0F63_005694
gnl|WGS:JAKSZP|L0F63_005723-T1_mrna	L0F63_005723	L0F63_005723
gnl|WGS:JAKSZP|L0F63_005737-T1_mrna	L0F63_005737	L0F63_005737
gnl|WGS:JAKSZP|L0F63_005742-T1_mrna	L0F63_005742	L0F63_005742
gnl|WGS:JAKSZP|L0F63_005754-T1_mrna	L0F63_005754	L0F63_005754
gnl|WGS:JAKSZP|L0F63_005801-T1_mrna	L0F63_005801	L0F63_005801
gnl|WGS:JAKSZP|L0F63_005819-T1_mrna	L0F63_005819	L0F63_005819
gnl|WGS:JAKSZP|L0F63_005824-T1_mrna	L0F63_005824	L0F63_005824
gnl|WGS:JAKSZP|L0F63_005834-T1_mrna	L0F63_005834	L0F63_005834
unassigned_transcript_417	L0F63_005835	L0F63_005835
gnl|WGS:JAKSZP|L0F63_005843-T1_mrna	L0F63_005843	L0F63_005843
unassigned_transcript_418	L0F63_005859	L0F63_005859
gnl|WGS:JAKSZP|L0F63_005874-T1_mrna	L0F63_005874	L0F63_005874
gnl|WGS:JAKSZP|L0F63_005892-T1_mrna	L0F63_005892	L0F63_005892
gnl|WGS:JAKSZP|L0F63_005915-T1_mrna	L0F63_005915	L0F63_005915
gnl|WGS:JAKSZP|L0F63_005964-T1_mrna	L0F63_005964	L0F63_005964
unassigned_transcript_419	L0F63_005969	L0F63_005969
gnl|WGS:JAKSZP|L0F63_005983-T1_mrna	L0F63_005983	L0F63_005983
unassigned_transcript_420	L0F63_005986	L0F63_005986
gnl|WGS:JAKSZP|L0F63_006004-T1_mrna	L0F63_006004	L0F63_006004
unassigned_transcript_421	L0F63_006029	L0F63_006029
gnl|WGS:JAKSZP|L0F63_006046-T1_mrna	L0F63_006046	L0F63_006046
gnl|WGS:JAKSZP|L0F63_006065-T1_mrna	L0F63_006065	L0F63_006065
gnl|WGS:JAKSZP|L0F63_006069-T1_mrna	L0F63_006069	L0F63_006069
gnl|WGS:JAKSZP|L0F63_006070-T1_mrna	L0F63_006070	L0F63_006070
gnl|WGS:JAKSZP|L0F63_006076-T1_mrna	L0F63_006076	L0F63_006076
gnl|WGS:JAKSZP|L0F63_006077-T1_mrna	L0F63_006077	L0F63_006077
gnl|WGS:JAKSZP|L0F63_006081-T1_mrna	L0F63_006081	L0F63_006081
gnl|WGS:JAKSZP|L0F63_006107-T1_mrna	L0F63_006107	L0F63_006107
gnl|WGS:JAKSZP|L0F63_006111-T1_mrna	L0F63_006111	L0F63_006111
unassigned_transcript_422	L0F63_006117	L0F63_006117
gnl|WGS:JAKSZP|L0F63_006121-T1_mrna	L0F63_006121	L0F63_006121
gnl|WGS:JAKSZP|L0F63_006132-T1_mrna	L0F63_006132	L0F63_006132
gnl|WGS:JAKSZP|L0F63_006138-T1_mrna	L0F63_006138	L0F63_006138
gnl|WGS:JAKSZP|L0F63_006146-T1_mrna	L0F63_006146	L0F63_006146
gnl|WGS:JAKSZP|L0F63_006156-T1_mrna	L0F63_006156	L0F63_006156
gnl|WGS:JAKSZP|L0F63_006169-T1_mrna	L0F63_006169	L0F63_006169
gnl|WGS:JAKSZP|L0F63_006179-T1_mrna	L0F63_006179	L0F63_006179
gnl|WGS:JAKSZP|L0F63_006180-T1_mrna	L0F63_006180	L0F63_006180
gnl|WGS:JAKSZP|L0F63_006181-T1_mrna	L0F63_006181	L0F63_006181
gnl|WGS:JAKSZP|L0F63_006197-T1_mrna	L0F63_006197	L0F63_006197
unassigned_transcript_423	L0F63_006206	L0F63_006206
gnl|WGS:JAKSZP|L0F63_006229-T1_mrna	L0F63_006229	L0F63_006229
gnl|WGS:JAKSZP|L0F63_006253-T1_mrna	L0F63_006253	L0F63_006253
unassigned_transcript_424	L0F63_006257	L0F63_006257
gnl|WGS:JAKSZP|L0F63_006265-T1_mrna	L0F63_006265	L0F63_006265
gnl|WGS:JAKSZP|L0F63_006266-T1_mrna	L0F63_006266	L0F63_006266
gnl|WGS:JAKSZP|L0F63_006309-T1_mrna	L0F63_006309	L0F63_006309
gnl|WGS:JAKSZP|L0F63_006320-T1_mrna	L0F63_006320	L0F63_006320
gnl|WGS:JAKSZP|L0F63_006328-T1_mrna	L0F63_006328	L0F63_006328
gnl|WGS:JAKSZP|L0F63_006329-T1_mrna	L0F63_006329	L0F63_006329
gnl|WGS:JAKSZP|L0F63_006355-T1_mrna	L0F63_006355	L0F63_006355
gnl|WGS:JAKSZP|L0F63_006356-T1_mrna	L0F63_006356	L0F63_006356
gnl|WGS:JAKSZP|L0F63_006362-T1_mrna	L0F63_006362	L0F63_006362
gnl|WGS:JAKSZP|L0F63_006370-T1_mrna	L0F63_006370	L0F63_006370
gnl|WGS:JAKSZP|L0F63_006379-T1_mrna	L0F63_006379	L0F63_006379
gnl|WGS:JAKSZP|L0F63_006382-T1_mrna	L0F63_006382	L0F63_006382
gnl|WGS:JAKSZP|L0F63_006383-T1_mrna	L0F63_006383	L0F63_006383
unassigned_transcript_425	L0F63_006384	L0F63_006384
gnl|WGS:JAKSZP|L0F63_006390-T1_mrna	L0F63_006390	L0F63_006390
gnl|WGS:JAKSZP|L0F63_006391-T1_mrna	L0F63_006391	L0F63_006391
gnl|WGS:JAKSZP|L0F63_006392-T1_mrna	L0F63_006392	L0F63_006392
gnl|WGS:JAKSZP|L0F63_006393-T1_mrna	L0F63_006393	L0F63_006393
gnl|WGS:JAKSZP|L0F63_006394-T1_mrna	L0F63_006394	L0F63_006394
gnl|WGS:JAKSZP|L0F63_006395-T1_mrna	L0F63_006395	L0F63_006395
gnl|WGS:JAKSZP|L0F63_006396-T1_mrna	L0F63_006396	L0F63_006396
gnl|WGS:JAKSZP|L0F63_006397-T1_mrna	L0F63_006397	L0F63_006397
gnl|WGS:JAKSZP|L0F63_006398-T1_mrna	L0F63_006398	L0F63_006398
gnl|WGS:JAKSZP|L0F63_006399-T1_mrna	L0F63_006399	L0F63_006399
gnl|WGS:JAKSZP|L0F63_006408-T1_mrna	L0F63_006408	L0F63_006408
gnl|WGS:JAKSZP|L0F63_006409-T1_mrna	L0F63_006409	L0F63_006409
gnl|WGS:JAKSZP|L0F63_006422-T1_mrna	L0F63_006422	L0F63_006422
gnl|WGS:JAKSZP|L0F63_006425-T1_mrna	L0F63_006425	L0F63_006425
unassigned_transcript_426	L0F63_006437	L0F63_006437
gnl|WGS:JAKSZP|L0F63_006468-T1_mrna	L0F63_006468	L0F63_006468
gnl|WGS:JAKSZP|L0F63_006472-T1_mrna	L0F63_006472	L0F63_006472
gnl|WGS:JAKSZP|L0F63_006499-T1_mrna	L0F63_006499	L0F63_006499
gnl|WGS:JAKSZP|L0F63_006528-T1_mrna	L0F63_006528	L0F63_006528
gnl|WGS:JAKSZP|L0F63_006533-T1_mrna	L0F63_006533	L0F63_006533
unassigned_transcript_427	L0F63_006545	L0F63_006545
gnl|WGS:JAKSZP|L0F63_006591-T1_mrna	L0F63_006591	L0F63_006591
gnl|WGS:JAKSZP|L0F63_006612-T1_mrna	L0F63_006612	L0F63_006612
unassigned_transcript_428	L0F63_006645	L0F63_006645
gnl|WGS:JAKSZP|L0F63_006654-T1_mrna	L0F63_006654	L0F63_006654
gnl|WGS:JAKSZP|L0F63_006662-T1_mrna	L0F63_006662	L0F63_006662
gnl|WGS:JAKSZP|L0F63_006666-T1_mrna	L0F63_006666	L0F63_006666
gnl|WGS:JAKSZP|L0F63_006675-T1_mrna	L0F63_006675	L0F63_006675
gnl|WGS:JAKSZP|L0F63_006676-T1_mrna	L0F63_006676	L0F63_006676
unassigned_transcript_429	L0F63_006709	L0F63_006709
gnl|WGS:JAKSZP|L0F63_006712-T1_mrna	L0F63_006712	L0F63_006712
gnl|WGS:JAKSZP|L0F63_006716-T1_mrna	L0F63_006716	L0F63_006716
gnl|WGS:JAKSZP|L0F63_006719-T1_mrna	L0F63_006719	L0F63_006719
gnl|WGS:JAKSZP|L0F63_006722-T1_mrna	L0F63_006722	L0F63_006722
gnl|WGS:JAKSZP|L0F63_006726-T1_mrna	L0F63_006726	L0F63_006726
unassigned_transcript_430	L0F63_006731	L0F63_006731
gnl|WGS:JAKSZP|L0F63_006738-T1_mrna	L0F63_006738	L0F63_006738
unassigned_transcript_431	L0F63_006753	L0F63_006753
gnl|WGS:JAKSZP|L0F63_006781-T1_mrna	L0F63_006781	L0F63_006781
unassigned_transcript_432	L0F63_006782	L0F63_006782
gnl|WGS:JAKSZP|L0F63_006796-T1_mrna	L0F63_006796	L0F63_006796
gnl|WGS:JAKSZP|L0F63_006815-T1_mrna	L0F63_006815	L0F63_006815
unassigned_transcript_433	L0F63_006826	L0F63_006826
unassigned_transcript_434	L0F63_006827	L0F63_006827
gnl|WGS:JAKSZP|L0F63_006836-T1_mrna	L0F63_006836	L0F63_006836
unassigned_transcript_435	L0F63_006837	L0F63_006837
gnl|WGS:JAKSZP|L0F63_006847-T1_mrna	L0F63_006847	L0F63_006847
gnl|WGS:JAKSZP|L0F63_006853-T1_mrna	L0F63_006853	L0F63_006853
unassigned_transcript_436	L0F63_006862	L0F63_006862
gnl|WGS:JAKSZP|L0F63_006864-T1_mrna	L0F63_006864	L0F63_006864
gnl|WGS:JAKSZP|L0F63_006869-T1_mrna	L0F63_006869	L0F63_006869
gnl|WGS:JAKSZP|L0F63_006885-T1_mrna	L0F63_006885	L0F63_006885
gnl|WGS:JAKSZP|L0F63_006963-T1_mrna	L0F63_006963	L0F63_006963
unassigned_transcript_437	L0F63_006972	L0F63_006972
gnl|WGS:JAKSZP|L0F63_006997-T1_mrna	L0F63_006997	L0F63_006997
gnl|WGS:JAKSZP|L0F63_007002-T1_mrna	L0F63_007002	L0F63_007002
unassigned_transcript_438	L0F63_007029	L0F63_007029
gnl|WGS:JAKSZP|L0F63_007045-T1_mrna	L0F63_007045	L0F63_007045
gnl|WGS:JAKSZP|L0F63_007053-T1_mrna	L0F63_007053	L0F63_007053
gnl|WGS:JAKSZP|L0F63_007091-T1_mrna	L0F63_007091	L0F63_007091
gnl|WGS:JAKSZP|L0F63_007103-T1_mrna	L0F63_007103	L0F63_007103
gnl|WGS:JAKSZP|L0F63_007144-T1_mrna	L0F63_007144	L0F63_007144
gnl|WGS:JAKSZP|L0F63_007149-T1_mrna	L0F63_007149	L0F63_007149
gnl|WGS:JAKSZP|L0F63_007157-T1_mrna	L0F63_007157	L0F63_007157
gnl|WGS:JAKSZP|L0F63_007158-T1_mrna	L0F63_007158	L0F63_007158
gnl|WGS:JAKSZP|L0F63_007182-T1_mrna	L0F63_007182	L0F63_007182
gnl|WGS:JAKSZP|L0F63_007183-T1_mrna	L0F63_007183	L0F63_007183
unassigned_transcript_439	L0F63_007211	L0F63_007211
gnl|WGS:JAKSZP|L0F63_007212-T1_mrna	L0F63_007212	L0F63_007212
gnl|WGS:JAKSZP|L0F63_007221-T1_mrna	L0F63_007221	L0F63_007221
unassigned_transcript_440	L0F63_007238	L0F63_007238
gnl|WGS:JAKSZP|L0F63_007259-T1_mrna	L0F63_007259	L0F63_007259
gnl|WGS:JAKSZP|L0F63_007266-T1_mrna	L0F63_007266	L0F63_007266
unassigned_transcript_441	L0F63_007267	L0F63_007267
gnl|WGS:JAKSZP|L0F63_007275-T1_mrna	L0F63_007275	L0F63_007275
gnl|WGS:JAKSZP|L0F63_007281-T1_mrna	L0F63_007281	L0F63_007281
gnl|WGS:JAKSZP|L0F63_007282-T1_mrna	L0F63_007282	L0F63_007282
gnl|WGS:JAKSZP|L0F63_007299-T1_mrna	L0F63_007299	L0F63_007299
unassigned_transcript_442	L0F63_007305	L0F63_007305
unassigned_transcript_443	L0F63_007306	L0F63_007306
unassigned_transcript_444	L0F63_007320	L0F63_007320
gnl|WGS:JAKSZP|L0F63_007322-T1_mrna	L0F63_007322	L0F63_007322
gnl|WGS:JAKSZP|L0F63_007328-T1_mrna	L0F63_007328	L0F63_007328
unassigned_transcript_445	L0F63_007333	L0F63_007333
gnl|WGS:JAKSZP|L0F63_007372-T1_mrna	L0F63_007372	L0F63_007372
gnl|WGS:JAKSZP|L0F63_007376-T1_mrna	L0F63_007376	L0F63_007376
gnl|WGS:JAKSZP|L0F63_007377-T1_mrna	L0F63_007377	L0F63_007377
unassigned_transcript_446	L0F63_007380	L0F63_007380
gnl|WGS:JAKSZP|L0F63_007381-T1_mrna	L0F63_007381	L0F63_007381
gnl|WGS:JAKSZP|L0F63_007382-T1_mrna	L0F63_007382	L0F63_007382
gnl|WGS:JAKSZP|L0F63_007398-T1_mrna	L0F63_007398	L0F63_007398
gnl|WGS:JAKSZP|L0F63_007406-T1_mrna	L0F63_007406	L0F63_007406
unassigned_transcript_447	L0F63_007424	L0F63_007424
gnl|WGS:JAKSZP|L0F63_007436-T1_mrna	L0F63_007436	L0F63_007436
gnl|WGS:JAKSZP|L0F63_007443-T1_mrna	L0F63_007443	L0F63_007443
gnl|WGS:JAKSZP|L0F63_007460-T1_mrna	L0F63_007460	L0F63_007460
gnl|WGS:JAKSZP|L0F63_007466-T1_mrna	L0F63_007466	L0F63_007466
gnl|WGS:JAKSZP|L0F63_007482-T1_mrna	L0F63_007482	L0F63_007482
gnl|WGS:JAKSZP|L0F63_007487-T1_mrna	L0F63_007487	L0F63_007487
gnl|WGS:JAKSZP|L0F63_007490-T1_mrna	L0F63_007490	L0F63_007490
gnl|WGS:JAKSZP|L0F63_007504-T1_mrna	L0F63_007504	L0F63_007504
gnl|WGS:JAKSZP|L0F63_000010-T1_mrna	L0F63_000010	L0F63_000010
unassigned_transcript_448	L0F63_000011	L0F63_000011
gnl|WGS:JAKSZP|L0F63_000012-T1_mrna	L0F63_000012	L0F63_000012
gnl|WGS:JAKSZP|L0F63_000013-T1_mrna	L0F63_000013	L0F63_000013
unassigned_transcript_449	L0F63_000050	L0F63_000050
gnl|WGS:JAKSZP|L0F63_000051-T1_mrna	L0F63_000051	L0F63_000051
gnl|WGS:JAKSZP|L0F63_000052-T1_mrna	L0F63_000052	L0F63_000052
gnl|WGS:JAKSZP|L0F63_000053-T1_mrna	L0F63_000053	L0F63_000053
unassigned_transcript_450	L0F63_000084	L0F63_000084
gnl|WGS:JAKSZP|L0F63_000119-T1_mrna	L0F63_000119	L0F63_000119
gnl|WGS:JAKSZP|L0F63_000120-T1_mrna	L0F63_000120	L0F63_000120
gnl|WGS:JAKSZP|L0F63_000121-T1_mrna	L0F63_000121	L0F63_000121
unassigned_transcript_451	L0F63_000148	L0F63_000148
gnl|WGS:JAKSZP|L0F63_000181-T1_mrna	L0F63_000181	L0F63_000181
gnl|WGS:JAKSZP|L0F63_000211-T1_mrna	L0F63_000211	L0F63_000211
gnl|WGS:JAKSZP|L0F63_000212-T1_mrna	L0F63_000212	L0F63_000212
unassigned_transcript_452	L0F63_000213	L0F63_000213
gnl|WGS:JAKSZP|L0F63_000214-T1_mrna	L0F63_000214	L0F63_000214
gnl|WGS:JAKSZP|L0F63_000215-T1_mrna	L0F63_000215	L0F63_000215
gnl|WGS:JAKSZP|L0F63_000241-T1_mrna	L0F63_000241	L0F63_000241
unassigned_transcript_453	L0F63_000242	L0F63_000242
gnl|WGS:JAKSZP|L0F63_000243-T1_mrna	L0F63_000243	L0F63_000243
gnl|WGS:JAKSZP|L0F63_000274-T1_mrna	L0F63_000274	L0F63_000274
unassigned_transcript_454	L0F63_000326	L0F63_000326
gnl|WGS:JAKSZP|L0F63_000327-T1_mrna	L0F63_000327	L0F63_000327
gnl|WGS:JAKSZP|L0F63_000352-T1_mrna	L0F63_000352	L0F63_000352
gnl|WGS:JAKSZP|L0F63_000353-T1_mrna	L0F63_000353	L0F63_000353
gnl|WGS:JAKSZP|L0F63_000354-T1_mrna	L0F63_000354	L0F63_000354
gnl|WGS:JAKSZP|L0F63_000381-T1_mrna	L0F63_000381	L0F63_000381
gnl|WGS:JAKSZP|L0F63_000382-T1_mrna	L0F63_000382	L0F63_000382
gnl|WGS:JAKSZP|L0F63_000406-T1_mrna	L0F63_000406	L0F63_000406
gnl|WGS:JAKSZP|L0F63_000407-T1_mrna	L0F63_000407	L0F63_000407
gnl|WGS:JAKSZP|L0F63_000408-T1_mrna	L0F63_000408	L0F63_000408
unassigned_transcript_455	L0F63_000449	L0F63_000449
gnl|WGS:JAKSZP|L0F63_000472-T1_mrna	L0F63_000472	L0F63_000472
unassigned_transcript_456	L0F63_000473	L0F63_000473
unassigned_transcript_457	L0F63_000502	L0F63_000502
unassigned_transcript_458	L0F63_000503	L0F63_000503
gnl|WGS:JAKSZP|L0F63_000504-T1_mrna	L0F63_000504	L0F63_000504
gnl|WGS:JAKSZP|L0F63_000526-T1_mrna	L0F63_000526	L0F63_000526
unassigned_transcript_459	L0F63_000549	L0F63_000549
gnl|WGS:JAKSZP|L0F63_000550-T1_mrna	L0F63_000550	L0F63_000550
gnl|WGS:JAKSZP|L0F63_000551-T1_mrna	L0F63_000551	L0F63_000551
gnl|WGS:JAKSZP|L0F63_000570-T1_mrna	L0F63_000570	L0F63_000570
gnl|WGS:JAKSZP|L0F63_000571-T1_mrna	L0F63_000571	L0F63_000571
unassigned_transcript_460	L0F63_000613	L0F63_000613
gnl|WGS:JAKSZP|L0F63_000641-T1_mrna	L0F63_000641	L0F63_000641
unassigned_transcript_461	L0F63_000642	L0F63_000642
gnl|WGS:JAKSZP|L0F63_000643-T1_mrna	L0F63_000643	L0F63_000643
unassigned_transcript_462	L0F63_000662	L0F63_000662
gnl|WGS:JAKSZP|L0F63_000694-T1_mrna	L0F63_000694	L0F63_000694
gnl|WGS:JAKSZP|L0F63_000695-T1_mrna	L0F63_000695	L0F63_000695
gnl|WGS:JAKSZP|L0F63_000696-T1_mrna	L0F63_000696	L0F63_000696
unassigned_transcript_463	L0F63_000697	L0F63_000697
gnl|WGS:JAKSZP|L0F63_000698-T1_mrna	L0F63_000698	L0F63_000698
gnl|WGS:JAKSZP|L0F63_000716-T1_mrna	L0F63_000716	L0F63_000716
gnl|WGS:JAKSZP|L0F63_000717-T1_mrna	L0F63_000717	L0F63_000717
unassigned_transcript_464	L0F63_000746	L0F63_000746
gnl|WGS:JAKSZP|L0F63_000747-T1_mrna	L0F63_000747	L0F63_000747
gnl|WGS:JAKSZP|L0F63_000748-T1_mrna	L0F63_000748	L0F63_000748
unassigned_transcript_465	L0F63_000813	L0F63_000813
gnl|WGS:JAKSZP|L0F63_000835-T1_mrna	L0F63_000835	L0F63_000835
unassigned_transcript_466	L0F63_000893	L0F63_000893
gnl|WGS:JAKSZP|L0F63_000936-T1_mrna	L0F63_000936	L0F63_000936
gnl|WGS:JAKSZP|L0F63_000984-T1_mrna	L0F63_000984	L0F63_000984
unassigned_transcript_467	L0F63_000985	L0F63_000985
unassigned_transcript_468	L0F63_000986	L0F63_000986
gnl|WGS:JAKSZP|L0F63_000998-T1_mrna	L0F63_000998	L0F63_000998
gnl|WGS:JAKSZP|L0F63_001021-T1_mrna	L0F63_001021	L0F63_001021
unassigned_transcript_469	L0F63_001040	L0F63_001040
gnl|WGS:JAKSZP|L0F63_001041-T1_mrna	L0F63_001041	L0F63_001041
gnl|WGS:JAKSZP|L0F63_001042-T1_mrna	L0F63_001042	L0F63_001042
gnl|WGS:JAKSZP|L0F63_001072-T1_mrna	L0F63_001072	L0F63_001072
unassigned_transcript_470	L0F63_001106	L0F63_001106
gnl|WGS:JAKSZP|L0F63_001126-T1_mrna	L0F63_001126	L0F63_001126
unassigned_transcript_471	L0F63_001147	L0F63_001147
gnl|WGS:JAKSZP|L0F63_001148-T1_mrna	L0F63_001148	L0F63_001148
gnl|WGS:JAKSZP|L0F63_001161-T1_mrna	L0F63_001161	L0F63_001161
gnl|WGS:JAKSZP|L0F63_001162-T1_mrna	L0F63_001162	L0F63_001162
gnl|WGS:JAKSZP|L0F63_001180-T1_mrna	L0F63_001180	L0F63_001180
gnl|WGS:JAKSZP|L0F63_001181-T1_mrna	L0F63_001181	L0F63_001181
gnl|WGS:JAKSZP|L0F63_001192-T1_mrna	L0F63_001192	L0F63_001192
unassigned_transcript_472	L0F63_001210	L0F63_001210
gnl|WGS:JAKSZP|L0F63_001211-T1_mrna	L0F63_001211	L0F63_001211
gnl|WGS:JAKSZP|L0F63_001212-T1_mrna	L0F63_001212	L0F63_001212
gnl|WGS:JAKSZP|L0F63_001262-T1_mrna	L0F63_001262	L0F63_001262
unassigned_transcript_473	L0F63_001263	L0F63_001263
gnl|WGS:JAKSZP|L0F63_001282-T1_mrna	L0F63_001282	L0F63_001282
gnl|WGS:JAKSZP|L0F63_001304-T1_mrna	L0F63_001304	L0F63_001304
gnl|WGS:JAKSZP|L0F63_001342-T1_mrna	L0F63_001342	L0F63_001342
gnl|WGS:JAKSZP|L0F63_001361-T1_mrna	L0F63_001361	L0F63_001361
unassigned_transcript_474	L0F63_001362	L0F63_001362
gnl|WGS:JAKSZP|L0F63_001363-T1_mrna	L0F63_001363	L0F63_001363
gnl|WGS:JAKSZP|L0F63_001372-T1_mrna	L0F63_001372	L0F63_001372
gnl|WGS:JAKSZP|L0F63_001373-T1_mrna	L0F63_001373	L0F63_001373
gnl|WGS:JAKSZP|L0F63_001403-T1_mrna	L0F63_001403	L0F63_001403
gnl|WGS:JAKSZP|L0F63_001416-T1_mrna	L0F63_001416	L0F63_001416
unassigned_transcript_475	L0F63_001417	L0F63_001417
unassigned_transcript_476	L0F63_001418	L0F63_001418
unassigned_transcript_477	L0F63_001419	L0F63_001419
gnl|WGS:JAKSZP|L0F63_001435-T1_mrna	L0F63_001435	L0F63_001435
gnl|WGS:JAKSZP|L0F63_001461-T1_mrna	L0F63_001461	L0F63_001461
unassigned_transcript_478	L0F63_001479	L0F63_001479
unassigned_transcript_479	L0F63_001500	L0F63_001500
gnl|WGS:JAKSZP|L0F63_001501-T1_mrna	L0F63_001501	L0F63_001501
gnl|WGS:JAKSZP|L0F63_001502-T1_mrna	L0F63_001502	L0F63_001502
unassigned_transcript_480	L0F63_001522	L0F63_001522
gnl|WGS:JAKSZP|L0F63_001523-T1_mrna	L0F63_001523	L0F63_001523
unassigned_transcript_481	L0F63_001535	L0F63_001535
unassigned_transcript_482	L0F63_001567	L0F63_001567
unassigned_transcript_483	L0F63_001578	L0F63_001578
gnl|WGS:JAKSZP|L0F63_001579-T1_mrna	L0F63_001579	L0F63_001579
gnl|WGS:JAKSZP|L0F63_001599-T1_mrna	L0F63_001599	L0F63_001599
gnl|WGS:JAKSZP|L0F63_001600-T1_mrna	L0F63_001600	L0F63_001600
unassigned_transcript_484	L0F63_001636	L0F63_001636
gnl|WGS:JAKSZP|L0F63_001659-T1_mrna	L0F63_001659	L0F63_001659
gnl|WGS:JAKSZP|L0F63_001660-T1_mrna	L0F63_001660	L0F63_001660
gnl|WGS:JAKSZP|L0F63_001661-T1_mrna	L0F63_001661	L0F63_001661
unassigned_transcript_485	L0F63_001662	L0F63_001662
gnl|WGS:JAKSZP|L0F63_001678-T1_mrna	L0F63_001678	L0F63_001678
gnl|WGS:JAKSZP|L0F63_001679-T1_mrna	L0F63_001679	L0F63_001679
gnl|WGS:JAKSZP|L0F63_001680-T1_mrna	L0F63_001680	L0F63_001680
gnl|WGS:JAKSZP|L0F63_001697-T1_mrna	L0F63_001697	L0F63_001697
unassigned_transcript_486	L0F63_001698	L0F63_001698
gnl|WGS:JAKSZP|L0F63_001710-T1_mrna	L0F63_001710	L0F63_001710
gnl|WGS:JAKSZP|L0F63_001711-T1_mrna	L0F63_001711	L0F63_001711
unassigned_transcript_487	L0F63_001746	L0F63_001746
gnl|WGS:JAKSZP|L0F63_001747-T1_mrna	L0F63_001747	L0F63_001747
unassigned_transcript_488	L0F63_001782	L0F63_001782
gnl|WGS:JAKSZP|L0F63_001795-T1_mrna	L0F63_001795	L0F63_001795
gnl|WGS:JAKSZP|L0F63_001810-T1_mrna	L0F63_001810	L0F63_001810
gnl|WGS:JAKSZP|L0F63_001823-T1_mrna	L0F63_001823	L0F63_001823
unassigned_transcript_489	L0F63_001844	L0F63_001844
gnl|WGS:JAKSZP|L0F63_001845-T1_mrna	L0F63_001845	L0F63_001845
gnl|WGS:JAKSZP|L0F63_001858-T1_mrna	L0F63_001858	L0F63_001858
unassigned_transcript_490	L0F63_001873	L0F63_001873
gnl|WGS:JAKSZP|L0F63_001874-T1_mrna	L0F63_001874	L0F63_001874
unassigned_transcript_491	L0F63_001875	L0F63_001875
gnl|WGS:JAKSZP|L0F63_001887-T1_mrna	L0F63_001887	L0F63_001887
gnl|WGS:JAKSZP|L0F63_001937-T1_mrna	L0F63_001937	L0F63_001937
gnl|WGS:JAKSZP|L0F63_001996-T1_mrna	L0F63_001996	L0F63_001996
unassigned_transcript_492	L0F63_001997	L0F63_001997
gnl|WGS:JAKSZP|L0F63_002025-T1_mrna	L0F63_002025	L0F63_002025
unassigned_transcript_493	L0F63_002026	L0F63_002026
gnl|WGS:JAKSZP|L0F63_002041-T1_mrna	L0F63_002041	L0F63_002041
gnl|WGS:JAKSZP|L0F63_002053-T1_mrna	L0F63_002053	L0F63_002053
unassigned_transcript_494	L0F63_002064	L0F63_002064
gnl|WGS:JAKSZP|L0F63_002079-T1_mrna	L0F63_002079	L0F63_002079
gnl|WGS:JAKSZP|L0F63_002089-T1_mrna	L0F63_002089	L0F63_002089
gnl|WGS:JAKSZP|L0F63_002090-T1_mrna	L0F63_002090	L0F63_002090
gnl|WGS:JAKSZP|L0F63_002107-T1_mrna	L0F63_002107	L0F63_002107
gnl|WGS:JAKSZP|L0F63_002108-T1_mrna	L0F63_002108	L0F63_002108
gnl|WGS:JAKSZP|L0F63_002133-T1_mrna	L0F63_002133	L0F63_002133
unassigned_transcript_495	L0F63_002134	L0F63_002134
gnl|WGS:JAKSZP|L0F63_002144-T1_mrna	L0F63_002144	L0F63_002144
gnl|WGS:JAKSZP|L0F63_002145-T1_mrna	L0F63_002145	L0F63_002145
gnl|WGS:JAKSZP|L0F63_002160-T1_mrna	L0F63_002160	L0F63_002160
gnl|WGS:JAKSZP|L0F63_002175-T1_mrna	L0F63_002175	L0F63_002175
gnl|WGS:JAKSZP|L0F63_002190-T1_mrna	L0F63_002190	L0F63_002190
gnl|WGS:JAKSZP|L0F63_002191-T1_mrna	L0F63_002191	L0F63_002191
gnl|WGS:JAKSZP|L0F63_002208-T1_mrna	L0F63_002208	L0F63_002208
unassigned_transcript_496	L0F63_002209	L0F63_002209
gnl|WGS:JAKSZP|L0F63_002229-T1_mrna	L0F63_002229	L0F63_002229
unassigned_transcript_497	L0F63_002241	L0F63_002241
gnl|WGS:JAKSZP|L0F63_002254-T1_mrna	L0F63_002254	L0F63_002254
gnl|WGS:JAKSZP|L0F63_002266-T1_mrna	L0F63_002266	L0F63_002266
gnl|WGS:JAKSZP|L0F63_002306-T1_mrna	L0F63_002306	L0F63_002306
unassigned_transcript_498	L0F63_002322	L0F63_002322
gnl|WGS:JAKSZP|L0F63_002347-T1_mrna	L0F63_002347	L0F63_002347
unassigned_transcript_499	L0F63_002348	L0F63_002348
gnl|WGS:JAKSZP|L0F63_002361-T1_mrna	L0F63_002361	L0F63_002361
gnl|WGS:JAKSZP|L0F63_002362-T1_mrna	L0F63_002362	L0F63_002362
gnl|WGS:JAKSZP|L0F63_002375-T1_mrna	L0F63_002375	L0F63_002375
unassigned_transcript_500	L0F63_002390	L0F63_002390
gnl|WGS:JAKSZP|L0F63_002408-T1_mrna	L0F63_002408	L0F63_002408
