tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
gnl|WGS:JAKSZP|L0F63_004561-T1_mrna	L0F63_004561	484	370	551	442	386	718
unassigned_transcript_103	L0F63_004568	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004585-T1_mrna	L0F63_004585	392	934	194	1096	394	298
gnl|WGS:JAKSZP|L0F63_004597-T1_mrna	L0F63_004597	1570	3729	976	4978	411	1367
unassigned_transcript_104	L0F63_004612	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004613-T1_mrna	L0F63_004613	1469	4010	644	5579	607	1209
gnl|WGS:JAKSZP|L0F63_004619-T1_mrna	L0F63_004619	927	1500	240	1411	536	822
unassigned_transcript_105	L0F63_004646	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004657-T1_mrna	L0F63_004657	4844	4470	5805	3261	4032	9380
unassigned_transcript_106	L0F63_004672	0	0	0	0	0	0
unassigned_transcript_107	L0F63_004702	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004715-T1_mrna	L0F63_004715	136	231	48	246	72	122
gnl|WGS:JAKSZP|L0F63_004740-T1_mrna	L0F63_004740	1124	2562	582	2747	1248	1298
gnl|WGS:JAKSZP|L0F63_004752-T1_mrna	L0F63_004752	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004753-T1_mrna	L0F63_004753	1694	2613	1125	2541	1852	1783
gnl|WGS:JAKSZP|L0F63_004759-T1_mrna	L0F63_004759	46	189	20	403	66	12
gnl|WGS:JAKSZP|L0F63_004772-T1_mrna	L0F63_004772	1469	3044	655	2395	974	1532
gnl|WGS:JAKSZP|L0F63_004781-T1_mrna	L0F63_004781	3975	4777	1162	8730	2094	3820
gnl|WGS:JAKSZP|L0F63_004806-T1_mrna	L0F63_004806	1764	12240	498	25989	567	756
gnl|WGS:JAKSZP|L0F63_004807-T1_mrna	L0F63_004807	1942	17020	439	31014	710	965
gnl|WGS:JAKSZP|L0F63_004838-T1_mrna	L0F63_004838	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004839-T1_mrna	L0F63_004839	0	0	0	0	0	0
unassigned_transcript_108	L0F63_004923	0	0	0	0	0	0
unassigned_transcript_109	L0F63_004931	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004943-T1_mrna	L0F63_004943	1178	5120	966	5555	1584	1575
gnl|WGS:JAKSZP|L0F63_004949-T1_mrna	L0F63_004949	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004950-T1_mrna	L0F63_004950	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004951-T1_mrna	L0F63_004951	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004952-T1_mrna	L0F63_004952	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004953-T1_mrna	L0F63_004953	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004954-T1_mrna	L0F63_004954	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004955-T1_mrna	L0F63_004955	24	94	33	62	41	37
unassigned_transcript_110	L0F63_004962	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004963-T1_mrna	L0F63_004963	0	0	0	0	0	0
unassigned_transcript_111	L0F63_004977	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004978-T1_mrna	L0F63_004978	1	1	1	3	2	0
unassigned_transcript_112	L0F63_004985	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005001-T1_mrna	L0F63_005001	1168	1464	263	1667	471	1230
gnl|WGS:JAKSZP|L0F63_005006-T1_mrna	L0F63_005006	1966	2119	1447	1700	1714	2174
gnl|WGS:JAKSZP|L0F63_005039-T1_mrna	L0F63_005039	2	0	15	0	0	10
unassigned_transcript_113	L0F63_005047	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005048-T1_mrna	L0F63_005048	0	0	0	0	0	0
unassigned_transcript_114	L0F63_005079	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005080-T1_mrna	L0F63_005080	2804.799	2694.844	1073.037	3344.174	1400.878	2737.873
gnl|WGS:JAKSZP|L0F63_005096-T1_mrna	L0F63_005096	68	151	31	101	50	63
gnl|WGS:JAKSZP|L0F63_005097-T1_mrna	L0F63_005097	12	19	3	8	14	12
gnl|WGS:JAKSZP|L0F63_005121-T1_mrna	L0F63_005121	1	2	0	4	0	0
gnl|WGS:JAKSZP|L0F63_005122-T1_mrna	L0F63_005122	243	715	105	1440	141	217
gnl|WGS:JAKSZP|L0F63_005143-T1_mrna	L0F63_005143	18	119	14	128	7	10
gnl|WGS:JAKSZP|L0F63_005144-T1_mrna	L0F63_005144	189	1001	102	970	49	121
unassigned_transcript_115	L0F63_005176	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005183-T1_mrna	L0F63_005183	523	847	292	909	465	605
gnl|WGS:JAKSZP|L0F63_005184-T1_mrna	L0F63_005184	242	373	117	412	235	277
unassigned_transcript_116	L0F63_005207	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005212-T1_mrna	L0F63_005212	119	347	29	943	29	41
unassigned_transcript_117	L0F63_005256	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005261-T1_mrna	L0F63_005261	308	715	82	866	217	164
gnl|WGS:JAKSZP|L0F63_005270-T1_mrna	L0F63_005270	1000	2893	393	3318	556	1015
gnl|WGS:JAKSZP|L0F63_005272-T1_mrna	L0F63_005272	0	0	0	1	0	0
gnl|WGS:JAKSZP|L0F63_005273-T1_mrna	L0F63_005273	11	9	17	12	4	4
gnl|WGS:JAKSZP|L0F63_005297-T1_mrna	L0F63_005297	2397	6773	8040	8924	2461	1889
unassigned_transcript_118	L0F63_005314	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005322-T1_mrna	L0F63_005322	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005340-T1_mrna	L0F63_005340	0	0	0	0	0	0
unassigned_transcript_119	L0F63_005345	0	0	0	0	0	0
unassigned_transcript_120	L0F63_005346	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005371-T1_mrna	L0F63_005371	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005372-T1_mrna	L0F63_005372	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005373-T1_mrna	L0F63_005373	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005374-T1_mrna	L0F63_005374	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005375-T1_mrna	L0F63_005375	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005376-T1_mrna	L0F63_005376	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005377-T1_mrna	L0F63_005377	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005387-T1_mrna	L0F63_005387	12	103	6	26	5	35
unassigned_transcript_121	L0F63_005390	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005477-T1_mrna	L0F63_005477	839	2226	94	1772	307	573
gnl|WGS:JAKSZP|L0F63_005493-T1_mrna	L0F63_005493	1225	218	120	92	76	839
gnl|WGS:JAKSZP|L0F63_005501-T1_mrna	L0F63_005501	0	0	0	0	0	0
unassigned_transcript_122	L0F63_005507	0	0	0	0	0	0
unassigned_transcript_123	L0F63_005508	0	0	0	0	0	0
unassigned_transcript_124	L0F63_005509	0	0	0	0	0	0
unassigned_transcript_125	L0F63_005563	0	0	0	0	0	0
unassigned_transcript_126	L0F63_005570	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005585-T1_mrna	L0F63_005585	1462	5381	33	8443	144	461
unassigned_transcript_127	L0F63_005586	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005591-T1_mrna	L0F63_005591	1156	2026	342	2396	704	1075
gnl|WGS:JAKSZP|L0F63_005592-T1_mrna	L0F63_005592	15	18	4	19	6	14
gnl|WGS:JAKSZP|L0F63_005597-T1_mrna	L0F63_005597	627.407	1096.16	193.73	1237.392	471.807	580.135
gnl|WGS:JAKSZP|L0F63_005601-T1_mrna	L0F63_005601	755	1562	735	1589	886	880
unassigned_transcript_128	L0F63_005624	0	0	0	0	0	0
unassigned_transcript_129	L0F63_005651	0	0	0	0	0	0
unassigned_transcript_130	L0F63_005663	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005669-T1_mrna	L0F63_005669	125	411	17	360	102	97
gnl|WGS:JAKSZP|L0F63_005726-T1_mrna	L0F63_005726	13	3	6	22	32	9
gnl|WGS:JAKSZP|L0F63_005732-T1_mrna	L0F63_005732	445	875	353	892	435	531
gnl|WGS:JAKSZP|L0F63_005736-T1_mrna	L0F63_005736	16	5	17	69	43.212	3
unassigned_transcript_131	L0F63_005741	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005747-T1_mrna	L0F63_005747	463	1558.004	23	1584.935	155	287
gnl|WGS:JAKSZP|L0F63_005806-T1_mrna	L0F63_005806	5230	25086	1229	33994	2124	2691
unassigned_transcript_132	L0F63_005818	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005845-T1_mrna	L0F63_005845	1327	0	952	9	1649	1284
gnl|WGS:JAKSZP|L0F63_005864-T1_mrna	L0F63_005864	499	1962	104	1974	231	300
gnl|WGS:JAKSZP|L0F63_005872-T1_mrna	L0F63_005872	187	444	119	364	130	210
gnl|WGS:JAKSZP|L0F63_005891-T1_mrna	L0F63_005891	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005922-T1_mrna	L0F63_005922	855	1325	446	1230	462	880
gnl|WGS:JAKSZP|L0F63_005923-T1_mrna	L0F63_005923	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005931-T1_mrna	L0F63_005931	152	342	23	416	57	150
gnl|WGS:JAKSZP|L0F63_005946-T1_mrna	L0F63_005946	21	54	6	46	3	6
gnl|WGS:JAKSZP|L0F63_005950-T1_mrna	L0F63_005950	448	400	237	486	392	383
gnl|WGS:JAKSZP|L0F63_005954-T1_mrna	L0F63_005954	644	1996	144	2419	491	485
unassigned_transcript_133	L0F63_006059	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006064-T1_mrna	L0F63_006064	14232	4362	4778	4679	8156	10738
gnl|WGS:JAKSZP|L0F63_006080-T1_mrna	L0F63_006080	577	6148	82	6093	124	285
gnl|WGS:JAKSZP|L0F63_006104-T1_mrna	L0F63_006104	36	65	30	140	28	56
gnl|WGS:JAKSZP|L0F63_006114-T1_mrna	L0F63_006114	343	2230	190	2720	82	238
gnl|WGS:JAKSZP|L0F63_006125-T1_mrna	L0F63_006125	2826	2966	1171	3762	1506	2633
gnl|WGS:JAKSZP|L0F63_006144-T1_mrna	L0F63_006144	1	0	2	2	0	1
gnl|WGS:JAKSZP|L0F63_006145-T1_mrna	L0F63_006145	444	883	282	1136	191	456
gnl|WGS:JAKSZP|L0F63_006155-T1_mrna	L0F63_006155	8543	47780	4710	50081	5586	5637
gnl|WGS:JAKSZP|L0F63_006167-T1_mrna	L0F63_006167	3124	4821	1665	7264	2888	2484
gnl|WGS:JAKSZP|L0F63_006209-T1_mrna	L0F63_006209	8188	7173	1977	4183	4462	9014
gnl|WGS:JAKSZP|L0F63_006236-T1_mrna	L0F63_006236	3536	307	556	69	2669	2084
gnl|WGS:JAKSZP|L0F63_006254-T1_mrna	L0F63_006254	1104	370	972	294	1150	1549
gnl|WGS:JAKSZP|L0F63_006270-T1_mrna	L0F63_006270	557	2346	190	1800	346	477
gnl|WGS:JAKSZP|L0F63_006277-T1_mrna	L0F63_006277	564.293	1197.435	228.4	1225.872	458.992	572.339
unassigned_transcript_134	L0F63_006283	0	0	0	0	0	0
unassigned_transcript_135	L0F63_006304	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006319-T1_mrna	L0F63_006319	108	241	30	252	61	121
unassigned_transcript_136	L0F63_006333	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006342-T1_mrna	L0F63_006342	3217.224	2012.944	740.009	2043.668	1555.778	2376.891
gnl|WGS:JAKSZP|L0F63_006354-T1_mrna	L0F63_006354	178	550	55	515	98	119
unassigned_transcript_137	L0F63_006443	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006462-T1_mrna	L0F63_006462	13	0	41	9	57	4
unassigned_transcript_138	L0F63_006480	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006481-T1_mrna	L0F63_006481	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006486-T1_mrna	L0F63_006486	9	12	7	27	38	0
gnl|WGS:JAKSZP|L0F63_006493-T1_mrna	L0F63_006493	89	1176	29	562	44	40
gnl|WGS:JAKSZP|L0F63_006498-T1_mrna	L0F63_006498	1930	4181	413	4757	1347	1597
unassigned_transcript_139	L0F63_006501	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006526-T1_mrna	L0F63_006526	100	368	35	311	62	99
unassigned_transcript_140	L0F63_006535	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006542-T1_mrna	L0F63_006542	2211	2871	559	4167	881	1894
unassigned_transcript_141	L0F63_006564	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006566-T1_mrna	L0F63_006566	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006593-T1_mrna	L0F63_006593	3421	5433	1672	7668	2112	3148
gnl|WGS:JAKSZP|L0F63_006594-T1_mrna	L0F63_006594	0	1	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006597-T1_mrna	L0F63_006597	131	333	25	289	73	92
unassigned_transcript_142	L0F63_006598	0	0	0	0	0	0
unassigned_transcript_143	L0F63_006609	0	0	0	0	0	0
unassigned_transcript_144	L0F63_006611	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006619-T1_mrna	L0F63_006619	2107	3463	160	4733	1198	1270
unassigned_transcript_145	L0F63_006625	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006649-T1_mrna	L0F63_006649	322.707	530.565	117.6	623.128	265.008	236.661
gnl|WGS:JAKSZP|L0F63_006659-T1_mrna	L0F63_006659	3580	6350	711	7907	1793	2385
gnl|WGS:JAKSZP|L0F63_006665-T1_mrna	L0F63_006665	2	0	0	0	1	2.004
unassigned_transcript_146	L0F63_006669	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006674-T1_mrna	L0F63_006674	32	170	17	160	7	13
gnl|WGS:JAKSZP|L0F63_006688-T1_mrna	L0F63_006688	780	3274	181	2982	480	686
unassigned_transcript_147	L0F63_006696	0	0	0	0	0	0
unassigned_transcript_148	L0F63_006715	0	0	0	0	0	0
unassigned_transcript_149	L0F63_006730	0	0	0	0	0	0
unassigned_transcript_150	L0F63_006743	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006749-T1_mrna	L0F63_006749	265	936	154	837	174	326
gnl|WGS:JAKSZP|L0F63_006841-T1_mrna	L0F63_006841	160	341	25	452	54	89
unassigned_transcript_151	L0F63_006848	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006852-T1_mrna	L0F63_006852	451	1133	79	1395	166	278
gnl|WGS:JAKSZP|L0F63_006876-T1_mrna	L0F63_006876	433	465	39	519	59	204
gnl|WGS:JAKSZP|L0F63_006891-T1_mrna	L0F63_006891	626	2030	77	2701	208	340
gnl|WGS:JAKSZP|L0F63_006900-T1_mrna	L0F63_006900	1884	2761	640	2840	1044	1760
gnl|WGS:JAKSZP|L0F63_006905-T1_mrna	L0F63_006905	3712	2494	2162	5122	2018	4824
unassigned_transcript_152	L0F63_006906	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006920-T1_mrna	L0F63_006920	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006946-T1_mrna	L0F63_006946	2598	1855	1696	2042	2394	2911
unassigned_transcript_153	L0F63_006953	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006971-T1_mrna	L0F63_006971	241	76	95	48	34	18
unassigned_transcript_154	L0F63_006985	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006987-T1_mrna	L0F63_006987	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007000-T1_mrna	L0F63_007000	1282	2147	199	1948	343	979
gnl|WGS:JAKSZP|L0F63_007015-T1_mrna	L0F63_007015	755	1967	30	2687	170	305
gnl|WGS:JAKSZP|L0F63_007019-T1_mrna	L0F63_007019	1	3	1	5	0	0
gnl|WGS:JAKSZP|L0F63_007020-T1_mrna	L0F63_007020	1059	2	623	22	565	1444
gnl|WGS:JAKSZP|L0F63_007057-T1_mrna	L0F63_007057	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007058-T1_mrna	L0F63_007058	0	0	0	1	0	0
gnl|WGS:JAKSZP|L0F63_007069-T1_mrna	L0F63_007069	89	255	2	239	22	32
gnl|WGS:JAKSZP|L0F63_007070-T1_mrna	L0F63_007070	23	54	1	67	4	9
gnl|WGS:JAKSZP|L0F63_007092-T1_mrna	L0F63_007092	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007102-T1_mrna	L0F63_007102	47478	85	31172	24	30913	55815
gnl|WGS:JAKSZP|L0F63_007115-T1_mrna	L0F63_007115	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007118-T1_mrna	L0F63_007118	127.809	313.718	44	304.597	86.524	151.899
gnl|WGS:JAKSZP|L0F63_007130-T1_mrna	L0F63_007130	183	266	120	219	112	196
gnl|WGS:JAKSZP|L0F63_007131-T1_mrna	L0F63_007131	576	995	1	192	5	3
gnl|WGS:JAKSZP|L0F63_007136-T1_mrna	L0F63_007136	3991	3388	1743	4117	3485	3226
gnl|WGS:JAKSZP|L0F63_007148-T1_mrna	L0F63_007148	528	1265	83	1234	346	382
gnl|WGS:JAKSZP|L0F63_007173-T1_mrna	L0F63_007173	173	3964	57	1813	13	106
gnl|WGS:JAKSZP|L0F63_007180-T1_mrna	L0F63_007180	253	378	61	304	99	214
gnl|WGS:JAKSZP|L0F63_007195-T1_mrna	L0F63_007195	272	1057	413	884	255	334
gnl|WGS:JAKSZP|L0F63_007202-T1_mrna	L0F63_007202	4258	34	3440	443	3380	5022
gnl|WGS:JAKSZP|L0F63_007223-T1_mrna	L0F63_007223	420	1062	70	1306	119	381
unassigned_transcript_155	L0F63_007224	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007233-T1_mrna	L0F63_007233	2212	3262	1094	2926	1519	2580
gnl|WGS:JAKSZP|L0F63_007296-T1_mrna	L0F63_007296	27	66	2	70	5	16
gnl|WGS:JAKSZP|L0F63_007313-T1_mrna	L0F63_007313	102.453	330.75	0	210.939	40.251	0.002
gnl|WGS:JAKSZP|L0F63_007315-T1_mrna	L0F63_007315	1826	2682	385	2484	963	1498
gnl|WGS:JAKSZP|L0F63_007342-T1_mrna	L0F63_007342	78	23	10	25	36	70
unassigned_transcript_156	L0F63_007355	0	0	0	0	0	0
unassigned_transcript_157	L0F63_007356	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007385-T1_mrna	L0F63_007385	222	29	157	5	110	309
gnl|WGS:JAKSZP|L0F63_007441-T1_mrna	L0F63_007441	95	164	40	187	94	111
gnl|WGS:JAKSZP|L0F63_007481-T1_mrna	L0F63_007481	373	846	196	601	221	455
gnl|WGS:JAKSZP|L0F63_007519-T1_mrna	L0F63_007519	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007528-T1_mrna	L0F63_007528	468	853	170	730	313	625
unassigned_transcript_158	L0F63_000006	0	0	0	0	0	0
unassigned_transcript_159	L0F63_000044	0	0	0	0	0	0
unassigned_transcript_160	L0F63_000045	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000046-T1_mrna	L0F63_000046	619	1807	157	1263	400	602
gnl|WGS:JAKSZP|L0F63_000047-T1_mrna	L0F63_000047	57	170	12	199	27	54
unassigned_transcript_161	L0F63_000083	0	0	0	0	0	0
unassigned_transcript_162	L0F63_000146	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000147-T1_mrna	L0F63_000147	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000177-T1_mrna	L0F63_000177	1299	3603	313	2686	854	1140
gnl|WGS:JAKSZP|L0F63_000178-T1_mrna	L0F63_000178	2506	3643	255	1320	243	547
unassigned_transcript_163	L0F63_000207	0	0	0	0	0	0
unassigned_transcript_164	L0F63_000208	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000240-T1_mrna	L0F63_000240	743	16	953	3	412	1547
gnl|WGS:JAKSZP|L0F63_000266-T1_mrna	L0F63_000266	0	0	0	0	0	0
unassigned_transcript_165	L0F63_000267	0	0	0	0	0	0
unassigned_transcript_166	L0F63_000268	0	0	0	0	0	0
unassigned_transcript_167	L0F63_000269	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000270-T1_mrna	L0F63_000270	2255	6073	6744	6336	1243	2279
unassigned_transcript_168	L0F63_000321	0	0	0	0	0	0
unassigned_transcript_169	L0F63_000322	0	0	0	0	0	0
unassigned_transcript_170	L0F63_000323	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000349-T1_mrna	L0F63_000349	36	747	99	1073	49	24
unassigned_transcript_171	L0F63_000379	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000403-T1_mrna	L0F63_000403	3	0	0	2	0	0
gnl|WGS:JAKSZP|L0F63_000404-T1_mrna	L0F63_000404	1738	2012	633	2307	1101	1857
gnl|WGS:JAKSZP|L0F63_000429-T1_mrna	L0F63_000429	31	145	14	91	10	25
gnl|WGS:JAKSZP|L0F63_000444-T1_mrna	L0F63_000444	241	795	47	715	182	178
unassigned_transcript_172	L0F63_000445	0	0	0	0	0	0
unassigned_transcript_173	L0F63_000470	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000471-T1_mrna	L0F63_000471	1934	42	3270	77	1987	3131
gnl|WGS:JAKSZP|L0F63_000498-T1_mrna	L0F63_000498	2428	9889	845	9713	1127	2039
gnl|WGS:JAKSZP|L0F63_000499-T1_mrna	L0F63_000499	538	2593	39	3680	94	150
unassigned_transcript_174	L0F63_000546	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000569-T1_mrna	L0F63_000569	2114	4613	1195	3021	1674	2170
gnl|WGS:JAKSZP|L0F63_000589-T1_mrna	L0F63_000589	0	0	0	0	0	0
unassigned_transcript_175	L0F63_000590	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000591-T1_mrna	L0F63_000591	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000609-T1_mrna	L0F63_000609	327	769	71	746	158	269
gnl|WGS:JAKSZP|L0F63_000610-T1_mrna	L0F63_000610	2993	2355	1652	1937	2659	2712
unassigned_transcript_176	L0F63_000634	0	0	0	0	0	0
unassigned_transcript_177	L0F63_000635	0	0	0	0	0	0
unassigned_transcript_178	L0F63_000636	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000637-T1_mrna	L0F63_000637	57	332	50	283	39	72
gnl|WGS:JAKSZP|L0F63_000638-T1_mrna	L0F63_000638	113	864	17	1124	106	73
gnl|WGS:JAKSZP|L0F63_000660-T1_mrna	L0F63_000660	237	565	73	615	92	152
unassigned_transcript_179	L0F63_000691	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000714-T1_mrna	L0F63_000714	589	1007	463	1174	551	829
gnl|WGS:JAKSZP|L0F63_000715-T1_mrna	L0F63_000715	35262	25391	19678	40364	18188	38326
gnl|WGS:JAKSZP|L0F63_000734-T1_mrna	L0F63_000734	1368	4687	304	4141	916	1141
gnl|WGS:JAKSZP|L0F63_000743-T1_mrna	L0F63_000743	3047	5768	1143	3465	1506	2382
unassigned_transcript_180	L0F63_000744	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000767-T1_mrna	L0F63_000767	302	1414	129	1191	99	250
gnl|WGS:JAKSZP|L0F63_000768-T1_mrna	L0F63_000768	8650	2209	7080	2191	5810	12027
gnl|WGS:JAKSZP|L0F63_000793-T1_mrna	L0F63_000793	11	6.135	5	12.091	4.049	9.108
gnl|WGS:JAKSZP|L0F63_000812-T1_mrna	L0F63_000812	11	102	0	90	0	0
gnl|WGS:JAKSZP|L0F63_000833-T1_mrna	L0F63_000833	2379	2343	3123	2037	1227	2476
unassigned_transcript_181	L0F63_000854	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000855-T1_mrna	L0F63_000855	14	24	4	28	6	5
gnl|WGS:JAKSZP|L0F63_000856-T1_mrna	L0F63_000856	178	494	61	445	43	173
unassigned_transcript_182	L0F63_000857	0	0	0	0	0	0
unassigned_transcript_183	L0F63_000858	0	0	0	0	0	0
unassigned_transcript_184	L0F63_000875	0	0	0	0	0	0
unassigned_transcript_185	L0F63_000912	0	0	0	0	0	0
unassigned_transcript_186	L0F63_000913	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000934-T1_mrna	L0F63_000934	35	67	8	74	35	28
gnl|WGS:JAKSZP|L0F63_000967-T1_mrna	L0F63_000967	737	2359	255	1826	508	414
gnl|WGS:JAKSZP|L0F63_000968-T1_mrna	L0F63_000968	355	1584	283	1814	304	414
unassigned_transcript_187	L0F63_001016	0	0	0	0	0	0
unassigned_transcript_188	L0F63_001038	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001039-T1_mrna	L0F63_001039	365	0	231	1	368	761
unassigned_transcript_189	L0F63_001089	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001090-T1_mrna	L0F63_001090	10	10	10	21	1	1
unassigned_transcript_190	L0F63_001102	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001103-T1_mrna	L0F63_001103	66	0	13	0	12	98.996
gnl|WGS:JAKSZP|L0F63_001144-T1_mrna	L0F63_001144	2977	7897	527	8161	1685	1917
gnl|WGS:JAKSZP|L0F63_001145-T1_mrna	L0F63_001145	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001206-T1_mrna	L0F63_001206	291	2271	84	2622	60	125
unassigned_transcript_191	L0F63_001207	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001208-T1_mrna	L0F63_001208	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001209-T1_mrna	L0F63_001209	88	194	33	302	21	16
gnl|WGS:JAKSZP|L0F63_001229-T1_mrna	L0F63_001229	1944	2426	501	2219	1486	1688
gnl|WGS:JAKSZP|L0F63_001230-T1_mrna	L0F63_001230	257	1131	29	882	89	141
unassigned_transcript_192	L0F63_001243	0	0	0	0	0	0
unassigned_transcript_193	L0F63_001280	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001326-T1_mrna	L0F63_001326	44	69	29	46	29	36
gnl|WGS:JAKSZP|L0F63_001327-T1_mrna	L0F63_001327	9	16	4	5	5	5
unassigned_transcript_194	L0F63_001328	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001339-T1_mrna	L0F63_001339	9361	18549	3197	19220	8077	8408
unassigned_transcript_195	L0F63_001371	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001386-T1_mrna	L0F63_001386	0	0	0	0	0	0
unassigned_transcript_196	L0F63_001387	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001388-T1_mrna	L0F63_001388	11734	16184	3812	24926	6375	8417
unassigned_transcript_197	L0F63_001389	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001433-T1_mrna	L0F63_001433	717	2154	286	2150	618	821
