gene_id	gene_name	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
L0F63_000001	L0F63_000001	150	339	12	287	48	74
L0F63_000002	L0F63_000002	135	742	14	639	44	77
L0F63_000003	L0F63_000003	0	0	0	0	0	0
L0F63_000004	L0F63_000004	0	0	0	0	0	0
L0F63_000005	L0F63_000005	0	0	0	0	0	0
L0F63_000006	L0F63_000006	0	0	0	0	0	0
L0F63_000007	L0F63_000007	0	1	0	6	0	0
L0F63_000008	L0F63_000008	3	11	0	18	0	0
L0F63_000009	L0F63_000009	40	104	8	136	24	18
L0F63_000010	L0F63_000010	21	52	1	50	7	8
L0F63_000011	L0F63_000011	0	0	0	0	0	0
L0F63_000012	L0F63_000012	28	0	63	2	148	33
L0F63_000013	L0F63_000013	600	948	372	917	571	703
L0F63_000014	L0F63_000014	647	1017	168	1219	311	557
L0F63_000015	L0F63_000015	0	0	0	0	0	0
L0F63_000016	L0F63_000016	125	80	61	257	70	110
L0F63_000017	L0F63_000017	874	1068	414	674	618	848
L0F63_000018	L0F63_000018	26	111	10	101	11	18
L0F63_000019	L0F63_000019	59	98	30	131	29	35
L0F63_000020	L0F63_000020	0	0	0	0	0	0
L0F63_000021	L0F63_000021	1139	1799	188	1794	935	869
L0F63_000022	L0F63_000022	0	0	0	0	0	0
L0F63_000023	L0F63_000023	0	0	0	0	0	0
L0F63_000024	L0F63_000024	24	43	14	75	26	16
L0F63_000025	L0F63_000025	8316.401	18484.835	396.653	16800.444	2167.331	3203.944
L0F63_000026	L0F63_000026	0	0	0	0	0	0
L0F63_000027	L0F63_000027	1563.599	2763.165	115.347	2843.556	409.669	492.056
L0F63_000028	L0F63_000028	0	0	0	0	0	0
L0F63_000029	L0F63_000029	0	0	0	0	0	0
L0F63_000030	L0F63_000030	74	277	24	300	40	56
L0F63_000031	L0F63_000031	4293	9923	714	8889	2444	2789
L0F63_000032	L0F63_000032	182	765	34	627	73	119
L0F63_000033	L0F63_000033	47	160	7	132	12	15
L0F63_000034	L0F63_000034	0	0	0	0	0	0
L0F63_000035	L0F63_000035	121	346	6	372	40	87
L0F63_000036	L0F63_000036	760	2650	199	2890	529	555
L0F63_000037	L0F63_000037	555	3060	136	3133	352	448
L0F63_000038	L0F63_000038	0	0	0	0	0	0
L0F63_000039	L0F63_000039	0	0	0	0	0	0
L0F63_000040	L0F63_000040	0	10	2	13	6	0
L0F63_000041	L0F63_000041	7	0	0	3	2	1
L0F63_000042	L0F63_000042	247	677	58	1160	131	204
L0F63_000043	L0F63_000043	0	0	0	0	0	0
L0F63_000044	L0F63_000044	0	0	0	0	0	0
L0F63_000045	L0F63_000045	0	0	0	0	0	0
L0F63_000046	L0F63_000046	619	1807	157	1263	400	602
L0F63_000047	L0F63_000047	57	170	12	199	27	54
L0F63_000048	L0F63_000048	217	476	93	644	160	162
L0F63_000049	L0F63_000049	583	1149	58	834	286	457
L0F63_000050	L0F63_000050	0	0	0	0	0	0
L0F63_000051	L0F63_000051	706	1265	131	1444	199	580
L0F63_000052	L0F63_000052	22	44	12	254	6	6
L0F63_000053	L0F63_000053	2918	3738	1015	2956	2242	2839
L0F63_000054	L0F63_000054	0	0	0	0	0	0
L0F63_000055	L0F63_000055	0	0	0	0	0	0
L0F63_000056	L0F63_000056	3	1	4	1	3	2
L0F63_000057	L0F63_000057	0	0	0	0	0	0
L0F63_000058	L0F63_000058	107	114	81	91	63	128
L0F63_000059	L0F63_000059	0	0	0	0	0	0
L0F63_000060	L0F63_000060	18	40	3	38	3	6
L0F63_000061	L0F63_000061	601	1544	157	1093	222	555
L0F63_000062	L0F63_000062	10169	2834	7781	4504	9650	12921
L0F63_000063	L0F63_000063	185	383	76	486	79	168
L0F63_000064	L0F63_000064	0	0	0	0	0	0
L0F63_000065	L0F63_000065	1555	4792	390	5267	841	1173
L0F63_000066	L0F63_000066	0	0	0	0	0	0
L0F63_000067	L0F63_000067	0	0	0	0	0	0
L0F63_000068	L0F63_000068	0	0	0	0	0	0
L0F63_000069	L0F63_000069	22668	3995	13169	10090	13035	27633
L0F63_000070	L0F63_000070	0	0	0	0	0	0
L0F63_000071	L0F63_000071	21	27	14	14	4	12
L0F63_000072	L0F63_000072	0	0	0	0	0	0
L0F63_000073	L0F63_000073	1250	2193	212	3095	670	871
L0F63_000074	L0F63_000074	19	2	3	6	1	14
L0F63_000075	L0F63_000075	0	0	0	0	0	0
L0F63_000076	L0F63_000076	266	1225	151	1617	61	218
L0F63_000077	L0F63_000077	1140	356	1016	770	1121	1915
L0F63_000078	L0F63_000078	837	2784	195	2056	424	718
L0F63_000079	L0F63_000079	391	190	189	308	243	408
L0F63_000080	L0F63_000080	0	0	0	0	0	0
L0F63_000081	L0F63_000081	1641	8217	513	2991	676	1503
L0F63_000082	L0F63_000082	7	90	0	12	6	2
L0F63_000083	L0F63_000083	0	0	0	0	0	0
L0F63_000084	L0F63_000084	0	0	0	0	0	0
L0F63_000085	L0F63_000085	0	0	0	0	0	0
L0F63_000086	L0F63_000086	0	0	0	0	0	0
L0F63_000087	L0F63_000087	286	612	24	933	69	146
L0F63_000088	L0F63_000088	0	0	0	0	0	0
L0F63_000089	L0F63_000089	5801	7006	3504	10403	7866	5469
L0F63_000090	L0F63_000090	0	0	0	0	0	0
L0F63_000091	L0F63_000091	987	8469	212	10287	550	685
L0F63_000092	L0F63_000092	0	0	0	0	0	0
L0F63_000093	L0F63_000093	0	0	0	0	0	0
L0F63_000094	L0F63_000094	44	57	9	92	11	38
L0F63_000095	L0F63_000095	743	988	73	1243	274	616
L0F63_000096	L0F63_000096	120	158	30	141	48	146
L0F63_000097	L0F63_000097	348	157	58	221	123	214
L0F63_000098	L0F63_000098	0	0	0	0	0	0
L0F63_000099	L0F63_000099	295	200	41	292	100	241
L0F63_000100	L0F63_000100	549	919	62	570	127	170
L0F63_000101	L0F63_000101	343	681	141	668	182	395
L0F63_000102	L0F63_000102	2455	2838	973	3560	1215	2036
L0F63_000103	L0F63_000103	449	823	233	1043	327	465
L0F63_000104	L0F63_000104	803	5426	82	7668	88	160
L0F63_000105	L0F63_000105	6766	1813	3097	1904	4542	7900
L0F63_000106	L0F63_000106	0	0	0	0	0	0
L0F63_000107	L0F63_000107	0	0	0	0	0	0
L0F63_000108	L0F63_000108	817	1914	340	1772.999	469	909
L0F63_000109	L0F63_000109	1	8	2	14	1	0
L0F63_000110	L0F63_000110	24	46	6	54	18	22
L0F63_000111	L0F63_000111	8	9	0	8	0	7
L0F63_000112	L0F63_000112	1552	2062	623	2167	1269	1420
L0F63_000113	L0F63_000113	1123	3054	323	2281	518	1042
L0F63_000114	L0F63_000114	1308	1071	891	913	878	2085
L0F63_000115	L0F63_000115	0	0	0	0	0	0
L0F63_000116	L0F63_000116	0	0	0	0	0	0
L0F63_000117	L0F63_000117	2134	2383	895	2188	1573	2117
L0F63_000118	L0F63_000118	0	0	0	0	0	0
L0F63_000119	L0F63_000119	378	741	107	586	340	442
L0F63_000120	L0F63_000120	235	60	230	52	78	401
L0F63_000121	L0F63_000121	2074	1491	1628	1790	2297	2849
L0F63_000122	L0F63_000122	616	1061	86	659	353	364
L0F63_000123	L0F63_000123	0	0	0	0	0	0
L0F63_000124	L0F63_000124	0	0	0	0	0	0
L0F63_000125	L0F63_000125	1472	2865	356	3301	680	1240
L0F63_000126	L0F63_000126	0	0	0	0	0	0
L0F63_000127	L0F63_000127	1441	5616	189	6661	438	697
L0F63_000128	L0F63_000128	0	0	0	0	0	0
L0F63_000129	L0F63_000129	0	0	0	0	0	0
L0F63_000130	L0F63_000130	0	0	0	0	0	0
L0F63_000131	L0F63_000131	0	0	0	0	0	0
L0F63_000132	L0F63_000132	1.043	6.592	0	3.998	1	3
L0F63_000133	L0F63_000133	171	611	39	822	89	155
L0F63_000134	L0F63_000134	0	0	0	0	0	0
L0F63_000135	L0F63_000135	0	0	0	0	0	0
L0F63_000136	L0F63_000136	1460	3361	1247	3736	1015	1411
L0F63_000137	L0F63_000137	67	254	28	155	29	65
L0F63_000138	L0F63_000138	0	0	0	0	0	0
L0F63_000139	L0F63_000139	431	622	106	824	190	430
L0F63_000140	L0F63_000140	0	1	0	1	0	0
L0F63_000141	L0F63_000141	739	1147	161	1494	287	763
L0F63_000142	L0F63_000142	0	0	0	0	0	0
L0F63_000143	L0F63_000143	1494	4418	315	4646	1097	1367
L0F63_000144	L0F63_000144	0	14	1	0	0	16
L0F63_000145	L0F63_000145	11	33	3	42	1	0
L0F63_000146	L0F63_000146	0	0	0	0	0	0
L0F63_000147	L0F63_000147	0	0	0	0	0	0
L0F63_000148	L0F63_000148	0	0	0	0	0	0
L0F63_000149	L0F63_000149	0	0	0	0	0	0
L0F63_000150	L0F63_000150	185	475	202	358	92	227
L0F63_000151	L0F63_000151	0	0	0	0	0	0
L0F63_000152	L0F63_000152	65	302	10	479	19	34
L0F63_000153	L0F63_000153	21	101	0	80	10	6
L0F63_000154	L0F63_000154	103	3243	60	161	10	17
L0F63_000155	L0F63_000155	195	414	45	706	56	88
L0F63_000156	L0F63_000156	150	421	10	419	30	70
L0F63_000157	L0F63_000157	75	205	7	187	24	29
L0F63_000158	L0F63_000158	0	4	0	1	0	0
L0F63_000159	L0F63_000159	186	196	119	245	121	183
L0F63_000160	L0F63_000160	0	0	0	0	0	0
L0F63_000161	L0F63_000161	48	56	7	45	8	29
L0F63_000162	L0F63_000162	1662.007	2887.009	484.162	784.595	569.408	1652.465
L0F63_000163	L0F63_000163	2806	37313	2721	3084	3502	3699
L0F63_000164	L0F63_000164	26983	26883	9914	36259	9838	27517
L0F63_000165	L0F63_000165	337	512	200	588	108	387
L0F63_000166	L0F63_000166	0	0	0	0	0	0
L0F63_000167	L0F63_000167	5342	6375	1346	7002	2838	4504
L0F63_000168	L0F63_000168	0	0	0	0	0	0
L0F63_000169	L0F63_000169	410	50	202	199	283	470
L0F63_000170	L0F63_000170	0	0	0	0	0	0
L0F63_000171	L0F63_000171	0	0	0	0	0	0
L0F63_000172	L0F63_000172	42	1465	0	614	1	1
L0F63_000173	L0F63_000173	0	0	0	0	0	0
L0F63_000174	L0F63_000174	0	0	0	0	0	0
L0F63_000175	L0F63_000175	0	0	0	0	0	0
L0F63_000176	L0F63_000176	392	1414	68	1520	129	166
L0F63_000177	L0F63_000177	1299	3603	313	2686	854	1140
L0F63_000178	L0F63_000178	2506	3643	255	1320	243	547
L0F63_000179	L0F63_000179	0	0	0	0	0	0
L0F63_000180	L0F63_000180	0	0	0	0	0	0
L0F63_000181	L0F63_000181	0	0	0	0	0	0
L0F63_000182	L0F63_000182	0	0	0	0	0	0
L0F63_000183	L0F63_000183	1515	3297	190	2659	1122	892
L0F63_000184	L0F63_000184	292	309	198	78	212	359
L0F63_000185	L0F63_000185	482	1543	273	1879	162	675
L0F63_000186	L0F63_000186	0	0	0	0	0	0
L0F63_000187	L0F63_000187	239	586	93	765	163	143
L0F63_000188	L0F63_000188	135	235	22	338	32	58
L0F63_000189	L0F63_000189	1377	3699	235	3072	788	1032
L0F63_000190	L0F63_000190	1566	986	575	1157	937	1541
L0F63_000191	L0F63_000191	0	0	0	0	0	0
L0F63_000192	L0F63_000192	811	2565	286	2210	574	744
L0F63_000193	L0F63_000193	0	0	0	0	0	0
L0F63_000194	L0F63_000194	78	142	6	212	25	26
L0F63_000195	L0F63_000195	29	52	6	52	19	28
L0F63_000196	L0F63_000196	0	0	0	0	0	0
L0F63_000197	L0F63_000197	187	400	52	530	80	110
L0F63_000198	L0F63_000198	199	773.689	33	847.131	100.569	167
L0F63_000199	L0F63_000199	36	126	5	142	13	17
L0F63_000200	L0F63_000200	0	0	0	0	0	0
L0F63_000201	L0F63_000201	3.944	0	1.244	1	4.85	5
L0F63_000202	L0F63_000202	0	0	0	0	0	0
L0F63_000203	L0F63_000203	0	0	0	0	0	0
L0F63_000204	L0F63_000204	531	1704	40	1441	163	457
L0F63_000205	L0F63_000205	120	159	34	161	24	80
L0F63_000206	L0F63_000206	776	1722	290	4385.227	613	564.575
L0F63_000207	L0F63_000207	0	0	0	0	0	0
L0F63_000208	L0F63_000208	0	0	0	0	0	0
L0F63_000209	L0F63_000209	38	102	3	64	7	16
L0F63_000210	L0F63_000210	0	0	0	0	0	0
L0F63_000211	L0F63_000211	994	1062	1131	391	1433	1454
L0F63_000212	L0F63_000212	0	0	0	0	0	0
L0F63_000213	L0F63_000213	0	0	0	0	0	0
L0F63_000214	L0F63_000214	5.672	27.494	4.74	19.978	1.1	1.084
L0F63_000215	L0F63_000215	122.328	427.506	71.26	226.022	39.9	112.916
L0F63_000216	L0F63_000216	0	0	0	0	0	0
L0F63_000217	L0F63_000217	882	2567	696	2155	900	862
L0F63_000218	L0F63_000218	389	835	100	566	184	261
L0F63_000219	L0F63_000219	0	0	0	0	0	0
L0F63_000220	L0F63_000220	752	2604	114	3824	300	282
L0F63_000221	L0F63_000221	636	861	256	969	688	740
L0F63_000222	L0F63_000222	0	0	0	0	0	0
L0F63_000223	L0F63_000223	2312	4283	1230	4313	1437	1975
L0F63_000224	L0F63_000224	1304	1197	52	1084	253	701
L0F63_000225	L0F63_000225	1	7	1	7	1	0
L0F63_000226	L0F63_000226	2	741	3	95	0	0
L0F63_000227	L0F63_000227	0	0	0	0	0	0
L0F63_000228	L0F63_000228	331	806	136	933	273	238
L0F63_000229	L0F63_000229	304	767	157	1011	225	381
L0F63_000230	L0F63_000230	2032	2316	696	1888	1360	2151
L0F63_000231	L0F63_000231	44	50	13	42	35	53
L0F63_000232	L0F63_000232	28	111	0	105	10	12
L0F63_000233	L0F63_000233	668	909	543	709	587	892
L0F63_000234	L0F63_000234	1437	5128	463	3863	702	1342
L0F63_000235	L0F63_000235	486	1139	212	845	296	530
L0F63_000236	L0F63_000236	3	5	0	10	0	4
L0F63_000237	L0F63_000237	51	98	2	120	8	23
L0F63_000238	L0F63_000238	28	134	13	107	9	20
L0F63_000239	L0F63_000239	7	33	5	19	1	3
L0F63_000240	L0F63_000240	743	16	953	3	412	1547
L0F63_000241	L0F63_000241	880	1801	318	1628	701	866
L0F63_000242	L0F63_000242	0	0	0	0	0	0
L0F63_000243	L0F63_000243	342	676	130	515	189	328
L0F63_000244	L0F63_000244	4057	3446	1998	2715	2524	4220
L0F63_000245	L0F63_000245	0	0	0	0	0	0
L0F63_000246	L0F63_000246	34	162	16	210	19	24
L0F63_000247	L0F63_000247	0	0	0	0	0	0
L0F63_000248	L0F63_000248	0	0	0	0	0	0
L0F63_000249	L0F63_000249	0	0	0	0	0	0
L0F63_000250	L0F63_000250	0	0	0	0	0	0
L0F63_000251	L0F63_000251	54	1624	8	2132	20	29
L0F63_000252	L0F63_000252	0	0	0	0	0	0
L0F63_000253	L0F63_000253	0	0	0	0	0	0
L0F63_000254	L0F63_000254	0	0	0	0	0	0
L0F63_000255	L0F63_000255	49	159	6	147	13	32
L0F63_000256	L0F63_000256	1335	3603	218	3587	600	753
L0F63_000257	L0F63_000257	0	0	0	0	0	0
L0F63_000258	L0F63_000258	0	0	0	0	0	0
L0F63_000259	L0F63_000259	0	0	0	0	0	0
L0F63_000260	L0F63_000260	15	0	0	23	5	4
L0F63_000261	L0F63_000261	0	0	0	0	0	0
L0F63_000262	L0F63_000262	48	106	20	81	37	45
L0F63_000263	L0F63_000263	0	0	0	0	0	0
L0F63_000264	L0F63_000264	295	556	278	584	281	372
L0F63_000265	L0F63_000265	0	0	0	0	0	0
L0F63_000266	L0F63_000266	0	0	0	0	0	0
L0F63_000267	L0F63_000267	0	0	0	0	0	0
L0F63_000268	L0F63_000268	0	0	0	0	0	0
L0F63_000269	L0F63_000269	0	0	0	0	0	0
L0F63_000270	L0F63_000270	2255	6073	6744	6336	1243	2279
L0F63_000271	L0F63_000271	0	0	0	0	0	0
L0F63_000272	L0F63_000272	0	0	0	0	0	0
L0F63_000273	L0F63_000273	0	0	0	0	0	0
L0F63_000274	L0F63_000274	18	144	4	189	1	19
L0F63_000275	L0F63_000275	1079	1897	240	1468	736	916
L0F63_000276	L0F63_000276	106	267	21	299	84	75
L0F63_000277	L0F63_000277	84	165	13	165	50	46
L0F63_000278	L0F63_000278	1050.248	993.123	399.139	1303.356	902.879	837.532
L0F63_000279	L0F63_000279	1	1	0	0	0	1
L0F63_000280	L0F63_000280	0	0	0	0	0	0
L0F63_000281	L0F63_000281	225	396	111	494	142	255
L0F63_000282	L0F63_000282	257	427	95	537	164	303
L0F63_000283	L0F63_000283	6409	10445	899	7522	3529	5387
L0F63_000284	L0F63_000284	1	46	0	12	4	0
L0F63_000285	L0F63_000285	363.406	1338.344	162.363	878.77	72.675	338
L0F63_000286	L0F63_000286	86	422	65	326	33	52
L0F63_000287	L0F63_000287	1304.594	7731.394	1107.637	5359.828	557.325	961.058
L0F63_000288	L0F63_000288	0	0	0	0	0	0
L0F63_000289	L0F63_000289	220	154	97	108	155	180
L0F63_000290	L0F63_000290	1084	5494	201	5841	290	411
L0F63_000291	L0F63_000291	0	0	0	0	0	0
L0F63_000292	L0F63_000292	0	0	0	0	0	0
L0F63_000293	L0F63_000293	3858	29	1498	11	2937	4959
L0F63_000294	L0F63_000294	1399	1557	97	9563	123	735
L0F63_000295	L0F63_000295	0	0	0	0	0	0
L0F63_000296	L0F63_000296	0	0	0	1	0	0
L0F63_000297	L0F63_000297	0	0	0	0	0	0
L0F63_000298	L0F63_000298	0	0	0	0	0	0
L0F63_000299	L0F63_000299	103	375	14	889	37	29
L0F63_000300	L0F63_000300	0	0	0	0	0	0
L0F63_000301	L0F63_000301	1485	873	1116	1004	1043	1954
L0F63_000302	L0F63_000302	0	0	0	0	0	0
L0F63_000303	L0F63_000303	0	0	0	0	0	0
L0F63_000304	L0F63_000304	1467	2037	585	1695	1668	1542
L0F63_000305	L0F63_000305	0	0	0	0	0	0
L0F63_000306	L0F63_000306	235	717	52	390	127	181
L0F63_000307	L0F63_000307	149	422	22	300	89	87
L0F63_000308	L0F63_000308	0	0	0	1	0	0
L0F63_000309	L0F63_000309	14	45	5	38	10	10
L0F63_000310	L0F63_000310	33	76	6	77	10	29
L0F63_000311	L0F63_000311	0	0	0	0	0	0
L0F63_000312	L0F63_000312	13	1	0	2	0	6
L0F63_000313	L0F63_000313	0	0	0	0	0	0
L0F63_000314	L0F63_000314	0	0	0	0	0	0
L0F63_000315	L0F63_000315	9	0	1	2	7	0
L0F63_000316	L0F63_000316	6771	8372	2234	12159	2955	4564
L0F63_000317	L0F63_000317	0	0	0	0	0	0
L0F63_000318	L0F63_000318	26535	0	28478	3	10195	42270
L0F63_000319	L0F63_000319	0	0	0	0	0	0
L0F63_000320	L0F63_000320	0	0	0	0	0	0
L0F63_000321	L0F63_000321	0	0	0	0	0	0
L0F63_000322	L0F63_000322	0	0	0	0	0	0
L0F63_000323	L0F63_000323	0	0	0	0	0	0
L0F63_000324	L0F63_000324	0	0	0	0	0	0
L0F63_000325	L0F63_000325	3385	5508	2490	4782	2260	4543
L0F63_000326	L0F63_000326	0	0	0	0	0	0
L0F63_000327	L0F63_000327	1382	3376	510	2588	587	1173
L0F63_000328	L0F63_000328	0	0	0	0	0	0
L0F63_000329	L0F63_000329	31	145	1	52	2	2
L0F63_000330	L0F63_000330	0	0	0	0	0	0
L0F63_000331	L0F63_000331	609	697	269	783	414	589
L0F63_000332	L0F63_000332	3927	539	911	269	2567	2675
L0F63_000333	L0F63_000333	1451	3055	427	3477	1082	1227
L0F63_000334	L0F63_000334	160.73	12	82.668	63.582	49.301	87.089
L0F63_000335	L0F63_000335	918	3296	95	3196	406	456
L0F63_000336	L0F63_000336	132	81	14	124	36	19
L0F63_000337	L0F63_000337	126	105	14	112	65	21
L0F63_000338	L0F63_000338	9168	4307	9205	11295	3353	7977
L0F63_000339	L0F63_000339	0	0	0	0	0	0
L0F63_000340	L0F63_000340	0	0	0	0	0	0
L0F63_000341	L0F63_000341	0	0	0	0	0	0
L0F63_000342	L0F63_000342	0	0	0	0	0	0
L0F63_000343	L0F63_000343	0	0	0	0	0	0
L0F63_000344	L0F63_000344	0	0	0	0	0	0
L0F63_000345	L0F63_000345	1377	2003	1237	1868	1095	1739
L0F63_000346	L0F63_000346	547	1246	199	1201	293	514
L0F63_000347	L0F63_000347	0	1	0	0	0	0
L0F63_000348	L0F63_000348	0	0	0	0	0	1
L0F63_000349	L0F63_000349	36	747	99	1073	49	24
L0F63_000350	L0F63_000350	0	0	0	0	0	0
L0F63_000351	L0F63_000351	1141	725	571	577	896	1386
L0F63_000352	L0F63_000352	168	354	53	321	86	143
L0F63_000353	L0F63_000353	517	1087	145	1083	370	442
L0F63_000354	L0F63_000354	337	551	138	772	324	301
L0F63_000355	L0F63_000355	0	1	0	0	0	0
L0F63_000356	L0F63_000356	66	107	5	64	19	35
L0F63_000357	L0F63_000357	1342	2118	533	3547	777	1212
L0F63_000358	L0F63_000358	0	0	0	0	0	0
L0F63_000359	L0F63_000359	340	1317	57	950	146	208
L0F63_000360	L0F63_000360	303	292	139	152	278	332
L0F63_000361	L0F63_000361	38	29	33	32	19	55
L0F63_000362	L0F63_000362	150	2705	49	1974	115	42
L0F63_000363	L0F63_000363	0	0	0	0	0	0
L0F63_000364	L0F63_000364	0	90.002	0	6	0	0
L0F63_000365	L0F63_000365	4910.44	39957.64	75.114	60703.252	327.597	819.42
L0F63_000366	L0F63_000366	0	0	0	0	0	0
L0F63_000367	L0F63_000367	0	0	0	0	0	0
L0F63_000368	L0F63_000368	1293.954	1244.465	548	1554.737	953.128	1256.005
L0F63_000369	L0F63_000369	0	0	0	0	0	0
L0F63_000370	L0F63_000370	24	10	10	77	68	4
L0F63_000371	L0F63_000371	986	926	283	1148	598	854
L0F63_000372	L0F63_000372	0	0	0	2	0	0
L0F63_000373	L0F63_000373	307	551	11	656	93	159
L0F63_000374	L0F63_000374	0	3	0	4	0	1
L0F63_000375	L0F63_000375	0	0	0	0	0	0
L0F63_000376	L0F63_000376	632	846	120	803	231	571
L0F63_000377	L0F63_000377	1054	3245	333	4356	518	976
L0F63_000378	L0F63_000378	0	0	0	0	0	0
L0F63_000379	L0F63_000379	0	0	0	0	0	0
L0F63_000380	L0F63_000380	0	0	0	0	0	0
L0F63_000381	L0F63_000381	365	816	30	1130	164	158
L0F63_000382	L0F63_000382	999	3302	576	2111	857	1166
L0F63_000383	L0F63_000383	611	984	419	1005	458	839
L0F63_000384	L0F63_000384	0	0	0	0	0	0
L0F63_000385	L0F63_000385	403.383	1606.95	115.953	1451.752	118.707	241.269
L0F63_000386	L0F63_000386	28.085	20.333	4.535	50.73	14.758	12.041
L0F63_000387	L0F63_000387	112	272	32	417	43	69
L0F63_000388	L0F63_000388	33	66	18	75	22	47
L0F63_000389	L0F63_000389	0	0	0	0	0	0
L0F63_000390	L0F63_000390	95	1376	44	701	11	13
L0F63_000391	L0F63_000391	911	1558	161	812	485	705
L0F63_000392	L0F63_000392	0	0	0	0	0	0
L0F63_000393	L0F63_000393	0	0	0	0	0	0
L0F63_000394	L0F63_000394	0	0	0	0	0	0
L0F63_000395	L0F63_000395	0	0	0	0	0	0
L0F63_000396	L0F63_000396	0	0	0	0	0	0
L0F63_000397	L0F63_000397	0	0	0	0	0	0
L0F63_000398	L0F63_000398	547.329	582.883	414.062	786.345	302.963	557.429
L0F63_000399	L0F63_000399	0	0	0	0	0	0
L0F63_000400	L0F63_000400	799	767	919	492	351	1038
L0F63_000401	L0F63_000401	1315	563	337	368	1095	1097
L0F63_000402	L0F63_000402	471	934	151	936	332	448
L0F63_000403	L0F63_000403	3	0	0	2	0	0
L0F63_000404	L0F63_000404	1738	2012	633	2307	1101	1857
L0F63_000405	L0F63_000405	44	0	0	12	0	0
L0F63_000406	L0F63_000406	0	0	0	0	0	0
L0F63_000407	L0F63_000407	0	0	0	0	0	2
L0F63_000408	L0F63_000408	3	3	1	1	0	3
L0F63_000409	L0F63_000409	0	0	0	0	0	0
L0F63_000410	L0F63_000410	1401	2355	466	2074	1219	1287
L0F63_000411	L0F63_000411	296.043	354.359	148	355.687	204.871	443.995
L0F63_000412	L0F63_000412	361	951	129	737	237	322
L0F63_000413	L0F63_000413	4093.165	6247.807	680.039	6390.298	1569.739	3473.67
L0F63_000414	L0F63_000414	0	0	0	0	0	0
L0F63_000415	L0F63_000415	0	0	0	0	0	0
L0F63_000416	L0F63_000416	2499	6405	1287	11860	809	2211
L0F63_000417	L0F63_000417	0	0	0	0	0	0
L0F63_000418	L0F63_000418	0	0	0	0	0	0
L0F63_000419	L0F63_000419	224	4097.988	2	915	16	27
L0F63_000420	L0F63_000420	0	0	0	0	0	0
L0F63_000421	L0F63_000421	0	0	0	0	0	0
L0F63_000422	L0F63_000422	36	47	7	29	10	17
L0F63_000423	L0F63_000423	959	1440	293	1132	356	746
L0F63_000424	L0F63_000424	5	26	0	57	0	2
L0F63_000425	L0F63_000425	2601	6631	1258	4600	1528	2853
L0F63_000426	L0F63_000426	1828	3048	630	2882	1005	1773
L0F63_000427	L0F63_000427	158	0	403	1	34	257
L0F63_000428	L0F63_000428	4069	7550	883	14461	1730	2449
L0F63_000429	L0F63_000429	31	145	14	91	10	25
L0F63_000430	L0F63_000430	1771	3341	718	3392	1129	1438
L0F63_000431	L0F63_000431	0	0	0	0	0	0
L0F63_000432	L0F63_000432	0	0	0	0	0	0
L0F63_000433	L0F63_000433	0	0	0	0	0	0
L0F63_000434	L0F63_000434	0	0	0	0	0	0
L0F63_000435	L0F63_000435	1058	2048	459	2125	786	975
L0F63_000436	L0F63_000436	0	0	0	0	0	0
L0F63_000437	L0F63_000437	0	0	0	0	0	0
L0F63_000438	L0F63_000438	447	529	200	636	328	523
L0F63_000439	L0F63_000439	158	31	81	51	86	239
L0F63_000440	L0F63_000440	3948	4357	609	8609	2156	2806
L0F63_000441	L0F63_000441	0	0	0	0	0	0
L0F63_000442	L0F63_000442	726	1274	242	1100	443	638
L0F63_000443	L0F63_000443	0	0	0	0	0	0
L0F63_000444	L0F63_000444	241	795	47	715	182	178
L0F63_000445	L0F63_000445	0	0	0	0	0	0
L0F63_000446	L0F63_000446	3254	1736	2258	3864	1125	2725
L0F63_000447	L0F63_000447	327	943	362	1189	316	269
L0F63_000448	L0F63_000448	0	0	0	0	0	0
L0F63_000449	L0F63_000449	0	0	0	0	0	0
L0F63_000450	L0F63_000450	0	0	0	0	0	0
L0F63_000451	L0F63_000451	0	0	0	0	0	0
L0F63_000452	L0F63_000452	0	0	0	0	0	0
L0F63_000453	L0F63_000453	0	0	0	0	0	0
L0F63_000454	L0F63_000454	0	0	0	0	0	0
L0F63_000455	L0F63_000455	1772	3722	119	4667	342	1034
L0F63_000456	L0F63_000456	31	1666	230	983	100	57
L0F63_000457	L0F63_000457	1234	2310	378	2084	1040	1109
L0F63_000458	L0F63_000458	0	0	2	1	0	0
L0F63_000459	L0F63_000459	122	261	58	161	46	113
L0F63_000460	L0F63_000460	619	754	176	309	343	686
L0F63_000461	L0F63_000461	0	0	0	0	0	0
L0F63_000462	L0F63_000462	0	0	0	0	0	0
L0F63_000463	L0F63_000463	3348	3805	645	3727	2279	2739
L0F63_000464	L0F63_000464	0	0	0	0	0	0
L0F63_000465	L0F63_000465	0	0	0	0	0	0
L0F63_000466	L0F63_000466	208	290	387	429	495	179
L0F63_000467	L0F63_000467	1157	4277	397	5443	385	723
L0F63_000468	L0F63_000468	47.338	204.898	18.581	144.441	76.163	55.646
L0F63_000469	L0F63_000469	354	613	195	653	344	369
L0F63_000470	L0F63_000470	0	0	0	0	0	0
L0F63_000471	L0F63_000471	1934	42	3270	77	1987	3131
L0F63_000472	L0F63_000472	0	0	0	0	0	0
L0F63_000473	L0F63_000473	0	0	0	0	0	0
