Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
MCIC_FC_2024_111_1	(0.0, 0.22831733871058385)	(1.0, 0.11416091736973319)	(2.0, 4.496028882489541e-06)	(3.0, 6.744043323734311e-06)	(4.0, 6.744043323734311e-06)	(5.0, 4.496028882489541e-06)	(6.0, 4.496028882489541e-06)	(7.0, 8.992057764979082e-06)	(8.0, 8.992057764979082e-06)	(9.0, 8.992057764979082e-06)	(10.0, 4.496028882489541e-05)	(11.0, 7.868050544356696e-05)	(12.0, 7.418447656107743e-05)	(13.0, 0.00010340866429725944)	(14.0, 0.00021356137191825322)	(15.0, 0.0004496028882489541)	(16.0, 0.0011172631772986509)	(17.0, 0.0020322050548852726)	(18.0, 0.002785289892702271)	(19.0, 0.004392620218192282)	(20.0, 0.006604666428377135)	(21.0, 0.008261453071574533)	(22.0, 0.010705044769207597)	(23.0, 0.014708758489064534)	(24.0, 0.02134714513406034)	(25.0, 0.05171557222083595)	(26.0, 0.09352414479910619)	(27.0, 0.13945557586261934)	(28.0, 0.28716810876793075)	(29.0, 0.4166739727136007)	(30.0, 0.5489336543497955)	(31.0, 0.6724845280406081)	(32.0, 0.7507626388991923)	(33.0, 0.8483759219669228)	(34.0, 1.0115120819536145)	(35.0, 1.2710565892675294)	(36.0, 1.5425740214955141)	(37.0, 1.9305251136933304)	(38.0, 2.404995537691334)	(39.0, 2.525491359756495)	(40.0, 2.711028983650191)	(41.0, 3.1756103921211585)	(42.0, 3.431340018928281)	(43.0, 3.8160359862151756)	(44.0, 4.226784192861655)	(45.0, 4.582420077466578)	(46.0, 4.781061377538289)	(47.0, 4.811211747224265)	(48.0, 4.586844169886947)	(49.0, 4.114927490294198)	(50.0, 4.021016687011198)	(51.0, 4.026268048745945)	(52.0, 3.7673394973889316)	(53.0, 3.626440696255033)	(54.0, 3.5797044760215537)	(55.0, 3.396563235522225)	(56.0, 3.1959054664967166)	(57.0, 2.8469057205223485)	(58.0, 2.438931563696365)	(59.0, 2.1849643802111784)	(60.0, 1.9839761530628073)	(61.0, 1.7970267761000098)	(62.0, 1.606127637763945)	(63.0, 1.3808271344335117)	(64.0, 1.1398220022165422)	(65.0, 0.9108235151302612)	(66.0, 0.7161612006195528)	(67.0, 0.564449450023267)	(68.0, 0.45085952832160997)	(69.0, 0.35068350879086047)	(70.0, 0.2605561138124751)	(71.0, 0.18576242533782036)	(72.0, 0.13228890582393102)	(73.0, 0.09219107223544805)	(74.0, 0.06236891265789491)	(75.0, 0.0434181509182015)	(76.0, 0.030388659216746806)	(77.0, 0.019162075097170425)	(78.0, 0.012681049463061752)	(79.0, 0.01009358484118902)	(80.0, 0.006721563179321864)	(81.0, 0.004235259207305148)	(82.0, 0.0029741231057668314)	(83.0, 0.0020591812281802097)	(84.0, 0.0009081978342628873)	(85.0, 0.00039340252721783487)	(86.0, 0.00017084909753460256)	(87.0, 6.519241879609834e-05)	(88.0, 4.496028882489541e-05)	(89.0, 3.596823105991633e-05)	(90.0, 3.1472202177426784e-05)	(91.0, 3.372021661867156e-05)	(92.0, 3.372021661867156e-05)	(93.0, 3.596823105991633e-05)	(94.0, 4.271227438365064e-05)	(95.0, 3.596823105991633e-05)	(96.0, 2.9224187736182018e-05)	(97.0, 4.7208303266140186e-05)	(98.0, 0.00021131335747700844)	(99.0, 0.00019782527082953984)	(100.0, 2.0232129971202934e-05)
MCIC_FC_2024_111_2	(0.0, 0.23019463902892312)	(1.0, 0.11510181541569452)	(2.0, 6.743851849444047e-06)	(3.0, 4.495901232962698e-06)	(4.0, 4.495901232962698e-06)	(5.0, 6.743851849444047e-06)	(6.0, 1.1239753082406745e-05)	(7.0, 4.720696294610833e-05)	(8.0, 0.00014611679007128767)	(9.0, 0.0002158032591822095)	(10.0, 0.00020905940733276546)	(11.0, 0.00020006760486684005)	(12.0, 0.0004361024195973817)	(13.0, 0.00039788725911719876)	(14.0, 0.0005687315059697813)	(15.0, 0.0010745203946780847)	(16.0, 0.0014476801970139887)	(17.0, 0.0021872559498363527)	(18.0, 0.0029358235051246415)	(19.0, 0.003814772196168849)	(20.0, 0.004430710665084739)	(21.0, 0.005518718763461712)	(22.0, 0.007654271849118994)	(23.0, 0.0146319105626771)	(24.0, 0.024349801077725972)	(25.0, 0.06889294254330391)	(26.0, 0.11826692988370026)	(27.0, 0.14644499086129398)	(28.0, 0.2127415504425619)	(29.0, 0.2888773898721687)	(30.0, 0.456432884972839)	(31.0, 0.6843053910149369)	(32.0, 0.793973909790596)	(33.0, 0.9188228390793536)	(34.0, 1.1865537575022824)	(35.0, 1.423424809862155)	(36.0, 1.7114704580062257)	(37.0, 1.9734016638386322)	(38.0, 2.175472192704757)	(39.0, 2.3681148166853596)	(40.0, 2.5978778491959185)	(41.0, 3.0160528626268612)	(42.0, 3.4699657949586244)	(43.0, 4.039776317224317)	(44.0, 4.403384577390792)	(45.0, 4.499610351479892)	(46.0, 4.691097528843622)	(47.0, 4.712066412194161)	(48.0, 4.369937320168166)	(49.0, 4.082415444517736)	(50.0, 4.197764534501243)	(51.0, 4.3015973734765165)	(52.0, 4.061502759932609)	(53.0, 3.7719464889742627)	(54.0, 3.5648203191716714)	(55.0, 3.29231250568872)	(56.0, 3.0644107762886077)	(57.0, 2.777253068638047)	(58.0, 2.436670566636191)	(59.0, 2.194397688944914)	(60.0, 1.97545404275148)	(61.0, 1.776058575118968)	(62.0, 1.553043890359086)	(63.0, 1.3225345382438556)	(64.0, 1.0927130590172685)	(65.0, 0.8859240818071492)	(66.0, 0.6990069880467249)	(67.0, 0.5446514589660331)	(68.0, 0.43344534196870077)	(69.0, 0.3386425206198328)	(70.0, 0.25502100563734315)	(71.0, 0.18261451628047887)	(72.0, 0.12808597817649078)	(73.0, 0.08962354312849491)	(74.0, 0.0620232054593369)	(75.0, 0.04248177075026453)	(76.0, 0.029230101866106983)	(77.0, 0.020325969474224357)	(78.0, 0.014766787599665982)	(79.0, 0.011902898514268742)	(80.0, 0.008328657034063398)	(81.0, 0.005476007701748566)	(82.0, 0.004237386912067343)	(83.0, 0.003722606220893114)	(84.0, 0.0028099382706016866)	(85.0, 0.0013487703698888095)	(86.0, 0.0007440716540553265)	(87.0, 0.0005305163454895983)	(88.0, 0.0003709118517194226)	(89.0, 0.00035517619740405314)	(90.0, 0.0003911434072677547)	(91.0, 0.0004136229134325682)	(92.0, 0.00039788725911719876)	(93.0, 0.00039788725911719876)	(94.0, 0.00042711061713145626)	(95.0, 0.000431606518364419)	(96.0, 0.0004473421726797884)	(97.0, 0.0006833769874103301)	(98.0, 0.0011869179255021524)	(99.0, 0.0024030592090185624)	(100.0, 0.019692047400376618)
MCIC_FD_2024_105_1	(0.0, 0.09439610074412441)	(1.0, 0.04719996813446)	(2.0, 1.9177623977921337e-06)	(3.0, 1.9177623977921337e-06)	(4.0, 1.9177623977921337e-06)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.9177623977921337e-06)	(8.0, 5.753287193376402e-06)	(9.0, 3.8355247955842675e-05)	(10.0, 6.712168392272468e-05)	(11.0, 6.712168392272468e-05)	(12.0, 6.520392152493255e-05)	(13.0, 9.397035749181456e-05)	(14.0, 0.0001821874277902527)	(15.0, 0.00048135836184582564)	(16.0, 0.0009358680501225613)	(17.0, 0.0014805125710955272)	(18.0, 0.0030262290637159874)	(19.0, 0.006280671852769238)	(20.0, 0.007429411529046727)	(21.0, 0.008913759624937838)	(22.0, 0.01260928776548328)	(23.0, 0.016247283034094957)	(24.0, 0.021778109789327472)	(25.0, 0.043028834919262106)	(26.0, 0.07649378876073484)	(27.0, 0.1206080771971473)	(28.0, 0.25807328587088746)	(29.0, 0.3768077092053918)	(30.0, 0.5133178722050314)	(31.0, 0.6449434943774945)	(32.0, 0.7123048985999433)	(33.0, 0.820131089415806)	(34.0, 0.9891012987604755)	(35.0, 1.2618569735488594)	(36.0, 1.580006084292983)	(37.0, 1.952634989233586)	(38.0, 2.3348527061631494)	(39.0, 2.422126237361874)	(40.0, 2.5814922926184)	(41.0, 3.0275331421464857)	(42.0, 3.3302385123011895)	(43.0, 3.6284083743851148)	(44.0, 3.934331749843314)	(45.0, 4.174740526268137)	(46.0, 4.263878122517516)	(47.0, 4.195592356819332)	(48.0, 3.9393831359990985)	(49.0, 3.5015944180687124)	(50.0, 3.370317828652648)	(51.0, 3.451023023638934)	(52.0, 3.3854873292191834)	(53.0, 3.38985023867416)	(54.0, 3.415402504862343)	(55.0, 3.4044846835317117)	(56.0, 3.39413260210843)	(57.0, 3.1357409676795096)	(58.0, 2.815666423488002)	(59.0, 2.6769796001668684)	(60.0, 2.585237682581288)	(61.0, 2.3889988097024126)	(62.0, 2.1280738111460082)	(63.0, 1.8753069738298114)	(64.0, 1.6196136310945841)	(65.0, 1.3549758445360542)	(66.0, 1.0956866973049666)	(67.0, 0.8825178179783819)	(68.0, 0.7192069254695972)	(69.0, 0.5738462890041468)	(70.0, 0.4463074185013787)	(71.0, 0.3191271695669978)	(72.0, 0.20993936744870267)	(73.0, 0.1470118298899494)	(74.0, 0.09942063822633981)	(75.0, 0.0687747951096215)	(76.0, 0.047882691548074)	(77.0, 0.031800336080189166)	(78.0, 0.02144250136971385)	(79.0, 0.015482095837375897)	(80.0, 0.009957022369336758)	(81.0, 0.006177112683288463)	(82.0, 0.003839360320379852)	(83.0, 0.002395285234842375)	(84.0, 0.0012714764697361847)	(85.0, 0.0005791642441332244)	(86.0, 0.0002819110724754437)	(87.0, 6.903944632051683e-05)	(88.0, 1.9177623977921337e-05)	(89.0, 1.534209918233707e-05)	(90.0, 1.534209918233707e-05)	(91.0, 1.1506574386752804e-05)	(92.0, 9.588811988960669e-06)	(93.0, 1.534209918233707e-05)	(94.0, 2.6848673569089872e-05)	(95.0, 2.493091117129774e-05)	(96.0, 1.534209918233707e-05)	(97.0, 4.6026297547011216e-05)	(98.0, 0.0003643748555805054)	(99.0, 0.0003336906572158313)	(100.0, 7.671049591168535e-06)
MCIC_FD_2024_105_2	(0.0, 0.09522569040926795)	(1.0, 0.04761476291227071)	(2.0, 1.9177076367260343e-06)	(3.0, 1.9177076367260343e-06)	(4.0, 1.9177076367260343e-06)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.00011506245820356205)	(8.0, 0.00025121970041111047)	(9.0, 0.0004180602648062755)	(10.0, 0.0005043571084589471)	(11.0, 0.0003528582051575903)	(12.0, 0.000780507008147496)	(13.0, 0.000782424715784222)	(14.0, 0.0012580162096922786)	(15.0, 0.003747200722162671)	(16.0, 0.004677288925974798)	(17.0, 0.005686003142892692)	(18.0, 0.005584364638146212)	(19.0, 0.004784680553631455)	(20.0, 0.006255562311000324)	(21.0, 0.006897994369303545)	(22.0, 0.00941019137341465)	(23.0, 0.01498688518101396)	(24.0, 0.02394833296743472)	(25.0, 0.05837310275430376)	(26.0, 0.10292912198599644)	(27.0, 0.1409438404688166)	(28.0, 0.2142041076070246)	(29.0, 0.29294134775572206)	(30.0, 0.4465919190254854)	(31.0, 0.6536372240246117)	(32.0, 0.7799412843946618)	(33.0, 0.9262892249837723)	(34.0, 1.1844625332856513)	(35.0, 1.4180604182228864)	(36.0, 1.6910154169886498)	(37.0, 1.9559275499259843)	(38.0, 2.1459819652637178)	(39.0, 2.301625034768039)	(40.0, 2.5230071220593295)	(41.0, 2.9157996710441028)	(42.0, 3.3149149021071618)	(43.0, 3.785173251077483)	(44.0, 4.0732474568511945)	(45.0, 4.128429494097986)	(46.0, 4.187059569675611)	(47.0, 4.0752476259163)	(48.0, 3.774031369708105)	(49.0, 3.5372481723862683)	(50.0, 3.6071601219907525)	(51.0, 3.767708687629819)	(52.0, 3.6694971264301692)	(53.0, 3.4628564577423915)	(54.0, 3.3494950062126057)	(55.0, 3.3033051000744225)	(56.0, 3.24821127737892)	(57.0, 3.048397647877888)	(58.0, 2.8260816369675124)	(59.0, 2.6936562538210325)	(60.0, 2.5174841240655588)	(61.0, 2.3040701120048652)	(62.0, 2.0953966732221585)	(63.0, 1.85780612098526)	(64.0, 1.5692352289336364)	(65.0, 1.296671442525765)	(66.0, 1.0592995089594535)	(67.0, 0.8476593764627316)	(68.0, 0.6921160277555196)	(69.0, 0.5454267352070717)	(70.0, 0.40153154268533375)	(71.0, 0.2895393344081701)	(72.0, 0.20268827324848473)	(73.0, 0.1414501152849123)	(74.0, 0.09605605781597033)	(75.0, 0.06535547625962325)	(76.0, 0.04681507882775595)	(77.0, 0.033055526534246656)	(78.0, 0.02306043433163056)	(79.0, 0.01624298368306951)	(80.0, 0.01111695117010082)	(81.0, 0.0077724690516506175)	(82.0, 0.005018640885312032)	(83.0, 0.00378171945962374)	(84.0, 0.0028190302259872707)	(85.0, 0.0014171859435405392)	(86.0, 0.0008226965761554688)	(87.0, 0.0005695591681076322)	(88.0, 0.0004813446168182346)	(89.0, 0.0004334019259000838)	(90.0, 0.0003681998662513986)	(91.0, 0.00042381338771645355)	(92.0, 0.0004621675404509743)	(93.0, 0.00040271860371246716)	(94.0, 0.0004660029557244263)	(95.0, 0.0005580529222872759)	(96.0, 0.0005849008292014405)	(97.0, 0.0007268111943191669)	(98.0, 0.0012043203958639495)	(99.0, 0.0024546657750093236)	(100.0, 0.02041591550058536)
MCIC_FD_2024_204_1	(0.0, 0.569916491740114)	(1.0, 0.284958245870057)	(2.0, 4.760014129625943e-06)	(3.0, 4.760014129625943e-06)	(4.0, 1.1900035324064857e-05)	(5.0, 2.3800070648129713e-05)	(6.0, 2.6180077712942682e-05)	(7.0, 0.00011900035324064856)	(8.0, 0.0003760411162404494)	(9.0, 0.0019254257154336938)	(10.0, 0.0034795703287565636)	(11.0, 0.003065449099479107)	(12.0, 0.0025085274463128716)	(13.0, 0.0024347472273036695)	(14.0, 0.00519079540835709)	(15.0, 0.0141467619932483)	(16.0, 0.020510900884558186)	(17.0, 0.032280035820058325)	(18.0, 0.06415547043909844)	(19.0, 0.12433156906582962)	(20.0, 0.12958662466493667)	(21.0, 0.13229983271882342)	(22.0, 0.17107728782582118)	(23.0, 0.15655924473046207)	(24.0, 0.1083117415125735)	(25.0, 0.08843392250725557)	(26.0, 0.11023240721387756)	(27.0, 0.14330736539358344)	(28.0, 0.22755247546676818)	(29.0, 0.28576030825089904)	(30.0, 0.3499538588030345)	(31.0, 0.48706368579984494)	(32.0, 0.673984680656126)	(33.0, 0.8937093128867244)	(34.0, 1.0102035186881249)	(35.0, 1.2763121086048632)	(36.0, 1.8569743322426078)	(37.0, 2.116283241975175)	(38.0, 2.1421015586142667)	(39.0, 2.135987320464762)	(40.0, 2.263672319484913)	(41.0, 2.643642827389369)	(42.0, 2.8465289096364152)	(43.0, 3.0597537425730095)	(44.0, 3.2898195055002204)	(45.0, 3.508406494353838)	(46.0, 3.6366888751472572)	(47.0, 3.631231518947641)	(48.0, 3.471868625894829)	(49.0, 3.478932486863194)	(50.0, 3.842173925109079)	(51.0, 4.287266186320948)	(52.0, 4.594151437279127)	(53.0, 4.857989500456033)	(54.0, 4.926624144191109)	(55.0, 4.779182706525946)	(56.0, 4.628568719443387)	(57.0, 4.25675211574298)	(58.0, 3.539003865179073)	(59.0, 2.7419942393356997)	(60.0, 2.1544561752877107)	(61.0, 1.6781001412724594)	(62.0, 1.2840875916856072)	(63.0, 0.9129183499068297)	(64.0, 0.6738276001898483)	(65.0, 0.5450097178068464)	(66.0, 0.47740561713083385)	(67.0, 0.411562721682783)	(68.0, 0.3082370949709927)	(69.0, 0.23815064692638033)	(70.0, 0.20523990923414656)	(71.0, 0.16221176150939287)	(72.0, 0.14090831827225198)	(73.0, 0.12425302883269079)	(74.0, 0.09464812095348224)	(75.0, 0.07773103073679163)	(76.0, 0.08778418057856163)	(77.0, 0.07725264931676423)	(78.0, 0.0805870392145672)	(79.0, 0.10051721837531102)	(80.0, 0.08374054857544438)	(81.0, 0.05927407594916704)	(82.0, 0.04641013776385294)	(83.0, 0.04094326153597754)	(84.0, 0.018580715154994865)	(85.0, 0.004957554716005419)	(86.0, 0.0009067826916937421)	(87.0, 0.00016422048747209502)	(88.0, 0.0001380404097591523)	(89.0, 9.996029672214479e-05)	(90.0, 6.188018368513725e-05)	(91.0, 4.0460120101820506e-05)	(92.0, 3.33200989073816e-05)	(93.0, 2.856008477775565e-05)	(94.0, 4.522013423144645e-05)	(95.0, 3.0940091842568624e-05)	(96.0, 1.4280042388877826e-05)	(97.0, 2.3800070648129713e-05)	(98.0, 0.00010472031085177073)	(99.0, 9.282027552770587e-05)	(100.0, 2.3800070648129715e-06)
MCIC_FD_2024_204_2	(0.0, 0.5752071136495162)	(1.0, 0.2876083179212672)	(2.0, 7.141644763638934e-06)	(3.0, 2.3805482545463115e-06)	(4.0, 1.4283289527277868e-05)	(5.0, 4.523041683637992e-05)	(6.0, 5.2372061600018854e-05)	(7.0, 0.0023496011272372093)	(8.0, 0.005749024034729343)	(9.0, 0.010943380326149393)	(10.0, 0.012195548708040753)	(11.0, 0.008672337291312213)	(12.0, 0.01908485535669778)	(13.0, 0.018068361252006504)	(14.0, 0.02974971153706526)	(15.0, 0.08791126649214073)	(16.0, 0.10699850239709306)	(17.0, 0.12079854062869803)	(18.0, 0.1122333280088404)	(19.0, 0.10086859064163631)	(20.0, 0.11968682459382489)	(21.0, 0.09018469007523247)	(22.0, 0.0946482180525068)	(23.0, 0.09327464170963358)	(24.0, 0.09910936548152657)	(25.0, 0.12974702151753761)	(26.0, 0.17276828957369855)	(27.0, 0.1915222487230144)	(28.0, 0.18009799764944665)	(29.0, 0.23771916815074012)	(30.0, 0.36266938493536693)	(31.0, 0.5786065365570083)	(32.0, 0.8571449656284541)	(33.0, 1.0463842685753586)	(34.0, 1.3121129674890906)	(35.0, 1.4558909404189242)	(36.0, 1.527252635445459)	(37.0, 1.7024395620457766)	(38.0, 1.883677842309151)	(39.0, 2.0675180618147446)	(40.0, 2.2454069106839722)	(41.0, 2.5398474020957873)	(42.0, 2.8474380420657157)	(43.0, 3.2183845932821407)	(44.0, 3.4217405473785045)	(45.0, 3.4396851201212746)	(46.0, 3.5447006258223306)	(47.0, 3.5962561593710403)	(48.0, 3.3902292301330754)	(49.0, 3.402481911999225)	(50.0, 3.8292213726574515)	(51.0, 4.299851001484748)	(52.0, 4.683842957136086)	(53.0, 4.818677210273589)	(54.0, 4.7352080468244315)	(55.0, 4.7830903944163765)	(56.0, 4.837783490564578)	(57.0, 4.23795436631829)	(58.0, 3.366490402938739)	(59.0, 2.8408486844971317)	(60.0, 2.2960102249308627)	(61.0, 1.6504602909077577)	(62.0, 1.1719201002306037)	(63.0, 0.860256342197146)	(64.0, 0.7015975621281435)	(65.0, 0.6037237011907264)	(66.0, 0.4475502134994702)	(67.0, 0.3281776212752454)	(68.0, 0.27354879992991665)	(69.0, 0.2368502680378307)	(70.0, 0.21289481095233118)	(71.0, 0.17375859764758983)	(72.0, 0.12266727100851689)	(73.0, 0.10272779882843698)	(74.0, 0.11090260153454902)	(75.0, 0.09728110442203503)	(76.0, 0.08254074962988427)	(77.0, 0.0729614234535899)	(78.0, 0.08908011568512297)	(79.0, 0.11364499312378636)	(80.0, 0.11902027108255193)	(81.0, 0.10820544036214805)	(82.0, 0.07271146588686254)	(83.0, 0.06988099401220697)	(84.0, 0.05515968360609258)	(85.0, 0.018365929783824793)	(86.0, 0.003742221856146802)	(87.0, 0.0006403674804729578)	(88.0, 0.0005308622607638275)	(89.0, 0.00042849868581833607)	(90.0, 0.00043087923407288245)	(91.0, 0.00042135704105469716)	(92.0, 0.00036184333469103935)	(93.0, 0.0003832682689819562)	(94.0, 0.00042849868581833607)	(95.0, 0.0004023126550183266)	(96.0, 0.00041659594454560446)	(97.0, 0.0005784732258547537)	(98.0, 0.0011212382278913127)	(99.0, 0.002218670973237162)	(100.0, 0.015842548634005704)
MCIC_MD_2024_109_1	(0.0, 0.25775242831542705)	(1.0, 0.12887621415771353)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 2.149441511686739e-06)	(7.0, 4.298883023373478e-06)	(8.0, 8.597766046746957e-06)	(9.0, 6.878212837397565e-05)	(10.0, 0.00013326537372457782)	(11.0, 0.00012466760767783087)	(12.0, 0.00014616202279469829)	(13.0, 0.0001590586718648187)	(14.0, 0.00018915085302843306)	(15.0, 0.0004470838344308417)	(16.0, 0.000965099238747346)	(17.0, 0.001526103473297585)	(18.0, 0.0030951957768289044)	(19.0, 0.006250575915985038)	(20.0, 0.007320997788805033)	(21.0, 0.008883641767801292)	(22.0, 0.012784878111512724)	(23.0, 0.01537280569158356)	(24.0, 0.01851743862318126)	(25.0, 0.028336087448566284)	(26.0, 0.04427634569923514)	(27.0, 0.06693145923241337)	(28.0, 0.12792831045105965)	(29.0, 0.18171163595648523)	(30.0, 0.24602937431068755)	(31.0, 0.3192672949383898)	(32.0, 0.38955833125356953)	(33.0, 0.5028854855157412)	(34.0, 0.6578279768856798)	(35.0, 0.8843554683608335)	(36.0, 1.1705428584343645)	(37.0, 1.4896897846480996)	(38.0, 1.8186596585702435)	(39.0, 2.026347295195463)	(40.0, 2.2548780661595087)	(41.0, 2.610425784373659)	(42.0, 2.909301327690677)	(43.0, 3.197949828295089)	(44.0, 3.484674578746542)	(45.0, 3.7392866730133942)	(46.0, 3.875320527405025)	(47.0, 3.8798579984361954)	(48.0, 3.7853706990239577)	(49.0, 3.613686207719492)	(50.0, 3.636893727721173)	(51.0, 3.7748706772393685)	(52.0, 3.8063363515289503)	(53.0, 3.8186784446890556)	(54.0, 3.8325573885300166)	(55.0, 3.876986344576582)	(56.0, 3.882344902265217)	(57.0, 3.6515937582195983)	(58.0, 3.3516929313015065)	(59.0, 3.1835012824535305)	(60.0, 3.0627564055345284)	(61.0, 2.8441646521205217)	(62.0, 2.521819356937397)	(63.0, 2.1928258391586244)	(64.0, 1.8861413748296487)	(65.0, 1.5728086879050258)	(66.0, 1.262990337852011)	(67.0, 1.0124449869252696)	(68.0, 0.8265118478398318)	(69.0, 0.6574174335569476)	(70.0, 0.5090436354467237)	(71.0, 0.36053227307975183)	(72.0, 0.2277397764877451)	(73.0, 0.15944127245389894)	(74.0, 0.10765477811283033)	(75.0, 0.07271990522338577)	(76.0, 0.04958116735007801)	(77.0, 0.032196484403555665)	(78.0, 0.020660431810332936)	(79.0, 0.014448545841558262)	(80.0, 0.009206057994554304)	(81.0, 0.005463880322707691)	(82.0, 0.003329484901602759)	(83.0, 0.001762542039583126)	(84.0, 0.000881271019791563)	(85.0, 0.0004707276910593959)	(86.0, 0.0002858757210543363)	(87.0, 8.382821895578284e-05)	(88.0, 2.7942739651927608e-05)	(89.0, 1.7195532093493914e-05)	(90.0, 3.009218116361435e-05)	(91.0, 2.5793298140240874e-05)	(92.0, 2.5793298140240874e-05)	(93.0, 3.654050569867457e-05)	(94.0, 4.2988830233734784e-05)	(95.0, 4.513827174542152e-05)	(96.0, 3.86899472103613e-05)	(97.0, 9.242598500252979e-05)	(98.0, 0.0005395098194333715)	(99.0, 0.0004879232231528898)	(100.0, 2.3643856628554133e-05)
MCIC_MD_2024_109_2	(0.0, 0.25980627925641586)	(1.0, 0.12990743820992956)	(2.0, 6.447872582472267e-06)	(3.0, 2.1492908608240887e-06)	(4.0, 0.0)	(5.0, 6.447872582472267e-06)	(6.0, 8.597163443296355e-06)	(7.0, 0.00012895745164944535)	(8.0, 0.0002579149032988907)	(9.0, 0.0003933202275308083)	(10.0, 0.0004169624269998732)	(11.0, 0.0003116471748194929)	(12.0, 0.0006877730754637084)	(13.0, 0.0006641308759946434)	(14.0, 0.0010359581949172109)	(15.0, 0.0028950947895300476)	(16.0, 0.003488299067117496)	(17.0, 0.004156728524833788)	(18.0, 0.004311477466813122)	(19.0, 0.004365209738333724)	(20.0, 0.005871862631771411)	(21.0, 0.006278078604467163)	(22.0, 0.008042646401203741)	(23.0, 0.011060250769800762)	(24.0, 0.015584508031835469)	(25.0, 0.03016314794080526)	(26.0, 0.0481183237921297)	(27.0, 0.06493222619635655)	(28.0, 0.09836229624561443)	(29.0, 0.1434823592868945)	(30.0, 0.21794239186928424)	(31.0, 0.3215253156158404)	(32.0, 0.42420768649171126)	(33.0, 0.5564299109587483)	(34.0, 0.7507816863396274)	(35.0, 0.9628027818873413)	(36.0, 1.220180362471026)	(37.0, 1.4952723983296228)	(38.0, 1.7566476599144403)	(39.0, 2.0092172768424614)	(40.0, 2.2733565264742985)	(41.0, 2.597871505677545)	(42.0, 2.9161256006032112)	(43.0, 3.293326146677839)	(44.0, 3.573236892646403)	(45.0, 3.7227351170527445)	(46.0, 3.866159445486397)	(47.0, 3.838837660063601)	(48.0, 3.710213348497583)	(49.0, 3.6447072616413867)	(50.0, 3.8402776849403533)	(51.0, 4.030676914428176)	(52.0, 3.962191910438878)	(53.0, 3.8757775220885846)	(54.0, 3.8339157839923135)	(55.0, 3.8309476133135156)	(56.0, 3.758417643924146)	(57.0, 3.5619746085356856)	(58.0, 3.371115430803645)	(59.0, 3.2131640454416828)	(60.0, 2.9843054052902733)	(61.0, 2.7210258720027656)	(62.0, 2.4651828850937094)	(63.0, 2.169526434278748)	(64.0, 1.8200001573280908)	(65.0, 1.495205770312937)	(66.0, 1.2143686799833577)	(67.0, 0.9645372596120263)	(68.0, 0.7898557941894093)	(69.0, 0.62171462085628)	(70.0, 0.4513037963741205)	(71.0, 0.3190235410538411)	(72.0, 0.2194533433444436)	(73.0, 0.15193981882423732)	(74.0, 0.10200749354557209)	(75.0, 0.06764463126271655)	(76.0, 0.04692116878265068)	(77.0, 0.03301095833139718)	(78.0, 0.022346177079988053)	(79.0, 0.014600132817578035)	(80.0, 0.009112993249894138)	(81.0, 0.006093239590436292)	(82.0, 0.003933202275308083)	(83.0, 0.0025963433598754993)	(84.0, 0.0018290465225612998)	(85.0, 0.0010703468486903964)	(86.0, 0.0008790599620770524)	(87.0, 0.0006061000227523931)	(88.0, 0.0004126638452782251)	(89.0, 0.0004019173909741046)	(90.0, 0.0004642468259380032)	(91.0, 0.0003997681001132805)	(92.0, 0.00034603582859267827)	(93.0, 0.00033958795601020603)	(94.0, 0.00033958795601020603)	(95.0, 0.00038472306408751195)	(96.0, 0.00045564966249470685)	(97.0, 0.0006619815851338194)	(98.0, 0.0011326762836542947)	(99.0, 0.002179380932875626)	(100.0, 0.017604841441010113)
